student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
20330,1050-51,1,True,False,3.199,2.8,3.345,3.607,3.036,3.152
20331,1050-51,1,True,False,2.588,2.957,3.722,3.447,3.883,3.738
20332,1050-51,1,True,False,3.077,2.182,2.475,2.903,3.519,3.858
20333,1050-51,1,False,False,,,,,,
20334,1050-51,1,True,False,3.01,2.698,2.542,3.06,3.331,3.134
20335,1050-51,1,True,False,3.136,2.398,3.414,3.334,3.605,3.015
20336,1050-51,1,True,False,3.121,2.891,3.243,3.21,2.491,2.978
20337,1050-51,1,True,False,3.723,2.605,3.581,2.805,3.521,2.703
20338,1050-51,1,True,False,3.362,3.408,2.269,2.793,2.602,3.185
20339,1050-51,1,True,False,2.664,3.037,3.419,3.06,3.319,3.513
20340,1050-51,1,True,False,2.824,3.251,3.727,2.895,3.551,3.351
20341,1050-51,1,True,False,2.356,3.187,3.317,3.413,2.986,2.926
20342,1050-51,1,True,False,2.802,3.467,3.006,3.325,3.358,4.039
20343,1050-51,1,False,False,,,,,,
20344,1050-51,1,True,False,2.774,2.968,2.869,3.24,2.989,3.268
20345,1050-51,1,True,False,3.268,3.242,3.382,3.009,3.533,4.073
20346,1050-51,1,False,False,,,,,,
20347,1050-51,1,False,False,,,,,,
20348,1050-51,1,False,False,,,,,,
20349,1050-51,1,True,False,2.826,2.074,3.048,3.578,3.229,3.911
20350,1050-51,1,True,False,3.094,2.894,3.368,2.785,3.804,4.065
20351,1050-51,1,True,False,2.469,2.836,3.742,3.59,4.187,3.895
20352,1050-51,1,True,False,2.777,2.98,3.5,2.593,2.215,2.816
20353,1050-51,1,True,False,3.059,2.927,2.942,2.28,3.03,3.903
20354,1050-51,1,False,False,,,,,,
20355,1050-51,1,True,False,3.294,3.425,4.008,3.222,3.741,3.237
20356,1050-51,1,True,False,2.734,2.963,3.529,3.096,4.246,4.13
20357,1050-51,1,False,False,,,,,,
20358,1050-51,1,False,False,,,,,,
20359,1050-51,1,True,False,2.865,2.325,3.278,3.463,3.252,3.446
20360,1050-51,1,False,False,,,,,,
20361,1050-51,1,True,False,2.73,3.074,3.073,2.939,3.262,2.888
20362,1050-51,1,True,False,3.187,2.497,2.228,3.233,3.192,4.018
20363,1050-51,1,False,False,,,,,,
20364,1050-51,1,True,False,2.793,3.423,3.171,2.977,3.068,3.09
20365,1050-51,1,True,False,3.318,3.052,3.103,3.691,3.319,3.753
20366,1050-51,1,True,False,2.301,2.765,4.056,3.414,3.72,3.233
20367,1050-51,1,True,False,3.428,2.755,2.579,3.321,3.655,3.722
20368,1050-51,1,True,False,3.098,3.715,3.56,3.332,2.802,3.002
20369,1050-51,1,False,False,,,,,,
20370,1050-51,1,False,False,,,,,,
20371,1050-51,1,True,False,2.483,2.494,4.049,3.124,2.997,4.065
20372,1050-51,1,False,False,,,,,,
20373,1050-51,1,True,False,2.902,2.746,2.931,2.722,3.287,3.207
20374,1050-51,1,True,False,3.529,3.167,3.209,3.259,3.547,2.916
20375,1050-51,1,True,False,2.688,3.125,2.875,2.549,3.374,4.107
20376,1050-51,1,True,False,3.081,3.03,3.123,3.49,3.023,4.653
20377,1050-51,1,True,False,3.669,3.49,3.973,3.216,3.509,2.88
20378,1050-51,1,True,False,2.998,3.114,3.468,3.599,2.609,2.729
20379,1050-51,1,False,False,,,,,,
20380,1050-51,1,True,False,2.611,2.858,2.95,3.433,2.802,2.728
20381,1050-51,1,True,False,2.965,2.911,3.306,3.182,3.193,3.717
20382,1050-51,1,True,False,3.427,2.774,3.638,4.228,3.187,3.312
20383,1050-51,1,True,False,3.159,2.496,3.37,3.351,3.596,3.339
20384,1050-51,1,False,False,,,,,,
20385,1050-51,1,True,False,2.7,2.601,3.325,4.138,2.461,3.024
20386,1050-51,1,False,False,,,,,,
20387,1050-51,1,True,False,2.834,1.81,3.67,3.702,4.018,2.616
20388,1050-51,1,True,False,2.624,2.495,2.652,3.373,3.289,3.304
20389,1050-51,1,True,False,2.758,3.134,3.505,4.099,3.111,2.785
20390,1050-51,1,True,False,2.349,3.23,3.311,3.059,3.403,3.012
20391,1050-51,1,True,False,3.163,3.049,4.067,3.017,2.957,3.753
20392,1050-51,1,True,False,2.515,2.526,3.235,4.077,3.114,3.214
20393,1050-51,1,True,False,3.086,2.93,3.658,3.411,3.348,3.191
20394,1050-51,1,True,False,2.66,3.066,3.33,3.809,3.977,3.238
20395,1050-51,1,True,False,3.458,2.997,3.52,2.792,3.783,3.048
20396,1050-51,1,False,False,,,,,,
20397,1050-51,1,True,False,3.089,3.274,3.601,2.637,3.58,3.285
20398,1050-51,1,True,False,3.434,3.507,3.076,3.116,3.614,2.983
20399,1050-51,1,True,False,3.451,2.954,3.178,3.055,2.896,3.219
20400,1050-51,1,True,False,3.1,3.35,3.362,2.453,3.035,2.449
20401,1050-51,1,True,False,2.598,3.266,4.104,3.208,3.595,3.167
20402,1050-51,1,True,False,2.362,2.957,3.36,3.313,3.63,3.226
20403,1050-51,1,True,False,2.591,2.867,3.32,3.618,3.122,3.041
20404,1050-51,1,True,False,3.502,2.452,2.588,2.405,3.399,3.147
20405,1050-51,1,True,False,3.346,3.339,3.02,3.938,3.326,3.55
20406,1050-51,1,True,False,3.08,3.107,2.954,3.183,3.388,3.75
20407,1050-51,1,True,False,3.094,2.854,3.606,2.355,3.712,3.063
20408,1050-51,1,True,False,2.886,3.042,2.481,3.823,1.977,3.088
20409,1050-51,1,True,False,3.811,2.915,3.501,3.15,3.294,2.914
20410,1050-51,1,True,False,2.84,3.304,3.225,2.648,3.415,3.699
20411,1050-51,1,True,False,2.463,2.936,2.681,2.776,3.514,2.914
20412,1050-51,1,True,False,3.457,2.82,3.307,2.538,3.779,2.562
20413,1050-51,1,False,False,,,,,,
20414,1050-51,1,False,False,,,,,,
20415,1050-51,1,True,False,3.215,3.017,3.055,2.983,3.41,3.064
20416,1050-51,1,False,False,,,,,,
20417,1050-51,1,True,False,2.971,2.998,2.898,3.393,3.352,3.618
20418,1050-51,1,True,False,3.043,3.375,2.466,2.838,3.656,3.677
20419,1050-51,1,False,False,,,,,,
20420,1050-51,1,False,False,,,,,,
20421,1050-51,1,True,False,3.595,3.613,3.44,3.515,3.693,2.647
20422,1050-51,1,True,False,3.426,3.401,3.1,3.337,3.3,4.473
20423,1050-51,1,True,False,3.39,3.459,3.479,3.792,2.906,3.051
20424,1050-51,1,True,False,3.049,2.955,3.213,4.079,2.876,4.068
20425,1050-51,1,True,False,3.451,2.819,3.212,3.267,3.808,2.913
20426,1050-51,1,True,False,3.62,3.091,3.592,3.088,3.235,2.271
20427,1050-51,1,True,False,2.668,3.307,3.741,3.138,3.741,3.542
20428,1050-51,1,False,False,,,,,,
20429,1050-51,1,False,False,,,,,,
20430,1050-51,1,True,False,2.895,2.527,2.51,2.888,3.465,3.193
20431,1050-51,1,True,False,3.357,2.968,2.681,3.216,3.298,2.479
20432,1050-51,1,False,False,,,,,,
20433,1050-51,1,True,False,3.099,2.583,4.41,3.72,3.368,3.76
20434,1050-51,1,False,False,,,,,,
20435,1050-51,1,True,False,2.798,2.447,3.62,3.254,2.553,3.403
20436,1050-51,1,True,False,3.211,2.836,3.061,2.795,3.049,3.961
20437,1050-51,1,True,False,3.074,2.323,2.624,2.765,3.05,2.795
20438,1050-51,1,True,False,2.934,3.027,3.075,3.569,3.768,2.431
20439,1050-51,1,True,False,2.887,3.105,3.071,2.744,2.837,3.573
20440,1050-51,1,True,False,2.71,2.55,2.984,3.173,3.267,3.405
20441,1050-51,1,True,False,3.434,3.116,2.914,3.027,3.056,3.533
20442,1050-51,1,True,False,3.498,3.087,3.057,3.002,3.455,3.495
20443,1050-51,1,False,False,,,,,,
20444,1050-51,1,True,False,2.412,2.582,3.523,3.176,2.79,3.863
20445,1050-51,1,True,False,3.439,2.897,2.828,3.509,3.765,3.579
20446,1050-51,1,True,False,3.468,2.796,3.578,2.853,3.433,4.011
20447,1050-51,1,False,False,,,,,,
20448,1050-51,1,True,False,3.165,2.986,3.35,3.121,4.131,3.355
20449,1050-51,1,True,False,2.735,2.858,2.92,2.517,2.978,4.007
20450,1050-51,1,False,False,,,,,,
20451,1050-51,1,True,False,2.127,3.166,2.77,3.784,3.498,3.626
20452,1050-51,1,True,False,2.823,2.736,3.512,3.58,3.164,3.619
20453,1050-51,1,True,False,3.303,3.366,3.29,3.488,3.694,2.833
20454,1050-51,1,True,False,2.703,2.76,3.522,3.403,2.942,3.682
20455,1050-51,1,True,False,3.067,2.958,3.554,4.28,3.118,2.949
20456,1050-51,1,True,False,2.718,3.08,2.792,3.153,3.633,3.682
20457,1050-51,1,True,False,2.719,3.07,2.48,2.68,2.949,3.276
20458,1050-51,1,True,False,2.861,2.403,3.101,3.512,3.19,2.628
20459,1050-51,1,True,False,2.761,2.937,3.282,3.478,2.955,3.261
20460,1050-51,1,True,False,2.622,3.222,3.226,3.047,3.912,3.718
20461,1050-51,1,False,False,,,,,,
20462,1050-51,1,True,False,3.109,2.962,3.3,2.795,3.938,3.025
20463,1050-51,1,True,False,3.392,2.936,2.677,2.958,3.773,3.346
20464,1050-51,1,False,False,,,,,,
20465,1050-51,1,True,False,2.491,2.93,3.127,3.361,3.819,3.669
20466,1050-51,1,True,False,3.128,2.636,3.07,2.73,3.21,2.773
20467,1050-51,1,True,False,3.56,3.068,3.58,3.601,4.074,3.257
20468,1050-51,1,False,False,,,,,,
20469,1050-51,1,True,False,2.289,2.393,3.187,3.308,3.811,3.198
20470,1050-51,1,True,False,2.677,3.142,3.077,2.932,2.195,3.004
20471,1050-51,1,True,False,3.142,2.629,2.993,2.575,3.207,2.718
20472,1050-51,1,True,False,3.426,3.784,2.709,2.732,4.158,2.974
20473,1050-51,1,True,False,2.861,3.872,2.585,2.332,3.748,3.944
20474,1050-51,1,False,False,,,,,,
20475,1050-51,1,False,False,,,,,,
20476,1050-51,1,True,False,3.056,2.31,3.622,2.718,3.337,3.768
20477,1050-51,1,True,False,2.302,2.93,3.135,3.382,4.286,3.417
20478,1050-51,1,True,False,3.396,3.362,3.122,2.79,2.852,3.575
20479,1050-51,1,True,False,2.415,2.831,3.344,3.478,3.319,3.468
20480,1050-51,1,False,False,,,,,,
20481,1050-51,1,True,False,2.732,2.541,3.45,2.93,2.724,3.484
20482,1050-51,1,True,False,3.576,3.178,3.324,3.572,3.194,2.77
20483,1050-51,1,False,False,,,,,,
20484,1050-51,1,True,False,2.928,3.384,3.636,2.963,3.55,3.44
20485,1050-51,1,True,False,3.837,3.646,3.453,2.913,3.809,2.675
20486,1050-51,1,True,False,2.771,2.542,2.687,3.212,3.539,2.092
20487,1050-51,1,True,False,2.642,2.989,2.628,3.259,3.61,3.763
20488,1050-51,1,True,False,2.874,3.223,3.067,2.747,3.643,3.283
20489,1050-51,1,False,False,,,,,,
20490,1050-51,1,True,False,2.502,3.153,3.425,3.453,3.051,2.371
20491,1050-51,1,True,False,3.209,2.544,2.629,3.321,4.065,2.369
20492,1050-51,1,True,False,3.331,2.743,2.626,3.529,3.686,3.724
20493,1050-51,1,False,False,,,,,,
20494,1050-51,1,True,False,2.762,2.733,2.929,3.464,4.171,4.097
20495,1050-51,1,True,False,2.974,3.098,3.678,2.574,3.918,3.843
20496,1050-51,1,True,False,2.193,3.738,3.425,3.413,3.475,3.955
20497,1050-51,1,True,False,3.602,3.357,2.686,3.103,2.777,3.692
20498,1050-51,1,True,False,3.083,2.854,3.538,3.062,3.224,3.22
20499,1050-51,1,True,False,2.982,3.095,3.235,3.039,3.203,3.436
20500,1050-51,1,False,False,,,,,,
20501,1050-51,1,True,False,2.525,2.574,2.905,2.799,3.088,2.948
20502,1050-51,1,False,False,,,,,,
20503,1050-51,1,True,False,3.403,3.4,2.913,3.466,2.81,3.628
20504,1050-51,1,True,False,2.783,2.874,2.562,3.283,3.672,2.872
20505,1050-51,1,False,False,,,,,,
20506,1050-51,1,True,False,3.831,2.979,2.279,3.008,3.961,3.141
20507,1050-51,1,False,False,,,,,,
20508,1050-51,1,False,False,,,,,,
20509,1050-51,1,True,False,2.881,2.793,2.677,3.033,3.723,4.058
20510,1050-51,1,True,False,2.828,2.996,3.117,2.809,4.182,3.209
20511,1050-51,1,True,False,2.664,2.143,3.605,4.002,2.923,3.553
20512,1050-51,1,True,False,3.137,3.094,3.245,3.708,2.986,3.432
20513,1050-51,1,True,False,2.769,3.189,2.938,3.46,2.86,3.499
20514,1050-51,1,True,False,3.212,2.701,3.731,2.874,3.784,3.488
20515,1050-51,1,True,False,2.84,2.856,3.866,3.288,3.074,3.106
20516,1050-51,1,True,False,2.582,2.589,3.585,3.58,3.016,4.342
20517,1050-51,1,True,False,3.302,2.176,3.656,3.076,3.583,3.059
20518,1050-51,1,True,False,2.753,2.914,3.376,3.315,3.83,3.882
20519,1050-51,1,False,False,,,,,,
20520,1050-51,1,True,False,2.278,3.015,3.784,3.3,3.43,3.211
20521,1050-51,1,True,False,3.596,2.947,2.834,3.333,3.813,2.105
20522,1050-51,1,True,False,3.305,2.741,3.078,2.443,3.926,2.958
20523,1050-51,1,True,False,3.18,3.791,3.561,3.284,3.173,3.522
20524,1050-51,1,True,False,3.361,2.891,3.125,3.681,3.816,3.566
20525,1050-51,1,True,False,2.612,2.851,2.682,3.326,3.925,3.299
20526,1050-51,1,True,False,2.496,2.971,2.613,2.975,2.635,3.362
20527,1050-51,1,False,False,,,,,,
20528,1050-51,1,True,False,3.072,2.711,3.629,3.094,3.112,3.289
20529,1050-51,1,True,False,2.838,3.646,3.236,2.736,3.322,3.408
20530,1050-51,1,True,False,3.096,3.456,2.55,2.561,3.268,3.554
20531,1050-51,1,True,False,2.991,2.886,2.771,3.018,3.059,3.652
20532,1050-51,1,True,False,3.163,2.929,3.013,3.305,3.44,3.827
20533,1050-51,1,True,False,3.501,2.368,3.765,2.908,3.901,4.187
20534,1050-51,1,True,False,3.056,2.901,2.976,3.391,3.198,3.619
20535,1050-51,1,True,False,2.599,2.556,2.694,3.448,3.096,3.837
20536,1050-51,1,True,False,2.818,2.909,2.791,3.081,2.867,3.7
20537,1050-51,1,True,False,2.807,3.141,2.463,3.294,3.872,3.472
20538,1050-51,1,True,False,2.841,2.791,3.375,3.294,3.034,2.548
20539,1050-51,1,True,False,2.986,3.44,3.93,3.91,3.69,3.376
20540,1050-51,1,True,False,3.26,3.112,2.87,2.42,3.569,3.261
20541,1050-51,1,False,False,,,,,,
20542,1050-51,1,True,False,2.28,2.32,3.475,2.795,3.156,3.42
20543,1050-51,1,True,False,3.012,3.606,3.563,2.705,3.829,3.466
20544,1050-51,1,False,False,,,,,,
20545,1050-51,1,True,False,3.65,2.637,2.723,2.476,3.526,3.062
20546,1050-51,1,True,False,2.675,3.17,2.598,3.224,3.386,3.87
20547,1050-51,1,False,False,,,,,,
20548,1050-51,1,True,False,3.208,2.665,3.085,3.052,2.882,3.449
20549,1050-51,1,True,False,2.967,3.396,3.326,3.486,3.505,4.019
20550,1050-51,1,True,False,2.878,3.344,2.812,2.702,2.822,2.998
20551,1050-51,1,False,False,,,,,,
20552,1050-51,1,True,False,3.342,2.375,2.918,3.382,3.397,3.159
20553,1050-51,1,True,False,2.962,2.495,3.074,3.2,2.789,2.824
20554,1050-51,1,True,False,3.272,3.048,2.591,2.557,4.223,3.204
20555,1050-51,1,True,False,3.345,3.071,2.992,3.639,3.498,3.071
20556,1050-51,1,True,False,2.679,3.026,3.613,2.565,4.033,3.219
20557,1050-51,1,False,False,,,,,,
20558,1050-51,1,True,False,3.517,2.648,3.684,2.98,3.314,2.648
20559,1050-51,1,True,False,2.371,3.41,3.289,2.837,2.88,2.994
20560,1050-51,1,True,False,2.486,3.223,3.015,4.291,3.494,3.225
20561,1050-51,1,True,False,2.729,2.489,3.166,2.732,2.754,3.395
20562,1050-51,1,False,False,,,,,,
20563,1050-51,1,True,False,3.174,2.247,3.458,3.406,3.48,4.026
20564,1050-51,1,True,False,3.001,2.91,3.321,3.293,3.582,3.363
20565,1050-51,1,True,False,3.172,2.922,2.939,2.729,3.079,2.752
20566,1050-51,1,True,False,3.434,2.554,3.489,3.412,3.429,3.377
20567,1050-51,1,False,False,,,,,,
20568,1050-51,1,False,False,,,,,,
20569,1050-51,1,True,False,2.883,2.622,2.304,3.161,3.457,3.131
20570,1050-51,1,True,False,3.389,3.247,3.145,3.082,3.892,3.117
20571,1050-51,1,True,False,3.026,3.708,3.506,3.406,4.093,3.202
20572,1050-51,1,True,False,3.402,3.234,2.571,2.858,3.426,3.309
20573,1050-51,1,True,False,2.829,2.845,3.939,3.017,3.027,3.479
20574,1050-51,1,True,False,2.942,3.043,3.855,3.545,2.757,3.326
20575,1050-51,1,True,False,3.036,2.901,3.435,3.066,2.699,2.629
20576,1050-51,1,True,False,4.174,3.121,2.916,2.666,3.706,3.108
20577,1050-51,1,True,False,3.089,2.558,2.714,3.33,3.025,4.098
20578,1050-51,1,False,False,,,,,,
20579,1050-51,1,True,False,2.571,2.534,3.028,3.066,2.835,3.337
20580,1050-51,1,False,False,,,,,,
20581,1050-51,1,False,False,,,,,,
20582,1050-51,1,True,False,3.512,3.283,2.743,3.562,3.875,4.732
20583,1050-51,1,True,False,2.955,3.137,3.466,3.025,3.662,2.917
20584,1050-51,1,True,False,2.433,2.95,3.007,3.634,2.68,3.738
20585,1050-51,1,False,False,,,,,,
20586,1050-51,1,False,False,,,,,,
20587,1050-51,1,True,False,3.105,2.849,3.136,3.146,3.488,3.517
20588,1050-51,1,True,False,3.857,3.043,3.008,2.452,3.153,3.087
20589,1050-51,1,False,False,,,,,,
20590,1050-51,1,True,False,3.195,2.962,2.842,3.354,4.007,3.315
20591,1050-51,1,True,False,2.321,2.751,3.662,3.403,3.306,3.507
20592,1050-51,1,True,False,3.331,3.292,3.466,2.686,3.248,3.61
20593,1050-51,1,True,False,2.685,2.559,3.215,3.527,3.844,3.568
20594,1050-51,1,True,False,2.685,3.268,3.396,2.828,3.56,3.024
20595,1050-51,1,True,False,2.214,3.093,3.5,4.119,3.551,3.43
20596,1050-51,1,False,False,,,,,,
20597,1050-51,1,True,False,3.293,3.262,3.665,3.369,3.935,3.214
20598,1050-51,1,True,False,2.97,3.139,3.729,2.914,3.113,2.639
20599,1050-51,1,True,False,3.431,3.145,2.796,3.064,3.84,3.172
20600,1050-51,1,True,False,3.247,2.617,3.084,2.352,2.711,3.335
20601,1050-51,1,True,False,3.512,2.742,2.477,2.794,2.906,3.357
20602,1050-51,1,True,False,2.851,3.052,2.873,2.089,3.349,3.437
20603,1050-51,1,True,False,2.748,2.937,3.297,3.825,2.784,3.048
20604,1050-51,1,True,False,2.852,2.178,3.596,3.547,3.611,3.055
20605,1050-51,1,False,False,,,,,,
20606,1050-51,1,True,False,2.731,3.186,2.688,3.283,3.239,2.941
20607,1050-51,1,True,False,3.131,2.813,3.492,3.428,2.907,2.252
20608,1050-51,1,True,False,2.8,3.223,3.262,3.165,3.23,3.426
20609,1050-51,1,True,False,2.395,3.6,3.921,3.112,3.693,3.815
20610,1050-51,1,True,False,2.103,2.673,3.187,3.376,2.966,3.413
20611,1050-51,1,False,False,,,,,,
20612,1050-51,1,True,False,3.334,3.494,3.171,3.393,3.764,2.74
20613,1050-51,1,True,False,3.893,2.832,2.771,2.762,3.194,3.029
20614,1050-51,1,True,False,3.492,3.399,3.245,2.871,3.125,3.793
20615,1050-51,1,True,False,2.936,2.571,3.808,3.089,3.364,4.0
20616,1050-51,1,True,False,2.902,3.293,3.922,2.797,2.364,2.757
20617,1050-51,1,True,False,2.916,2.732,1.902,3.065,2.98,4.062
20618,1050-51,1,False,False,,,,,,
20619,1050-51,1,True,False,2.357,2.896,2.588,3.58,3.533,3.699
20620,1050-51,1,True,False,2.911,3.356,3.209,3.071,4.22,3.548
20621,1050-51,1,True,False,3.18,3.526,2.893,2.871,3.104,2.643
20622,1050-51,1,False,False,,,,,,
20623,1050-51,1,False,False,,,,,,
20624,1050-51,1,True,False,3.354,2.723,3.002,3.0,3.633,3.446
20625,1050-51,1,True,False,2.495,3.015,3.446,3.475,4.033,3.715
20626,1050-51,1,True,False,2.774,2.898,3.084,2.66,3.119,2.93
20627,1050-51,1,False,False,,,,,,
20628,1050-51,1,True,False,2.751,2.832,3.122,3.556,3.342,3.383
20629,1050-51,1,True,False,3.424,2.542,3.209,3.328,3.117,3.066
20630,1050-51,1,True,False,2.714,3.388,3.881,3.613,4.193,3.105
20631,1050-51,1,True,False,3.012,2.43,3.749,3.174,3.385,3.69
20632,1050-51,1,False,False,,,,,,
20633,1050-51,1,True,False,3.618,3.358,3.14,2.837,4.055,4.188
20634,1050-51,1,True,False,3.102,2.495,3.486,2.822,3.953,3.188
20635,1050-51,1,True,False,3.092,3.573,3.159,2.879,3.626,2.882
20636,1050-51,1,True,False,3.713,3.265,2.755,2.545,3.782,3.874
20637,1050-51,1,False,False,,,,,,
20638,1050-51,1,True,False,2.856,3.109,3.209,3.894,3.371,2.868
20639,1050-51,1,False,False,,,,,,
20640,1050-51,1,True,False,3.042,3.076,3.31,3.332,3.101,4.393
20641,1050-51,1,True,False,3.194,3.055,3.617,3.088,3.52,2.869
20642,1050-51,1,True,False,2.945,2.854,2.94,3.773,3.361,2.764
20643,1050-51,1,True,False,2.81,3.029,2.063,2.81,3.27,3.41
20644,1050-51,1,False,False,,,,,,
20645,1050-51,1,True,False,2.517,2.993,2.515,3.464,4.082,3.784
20646,1050-51,1,True,False,3.052,2.784,3.396,3.317,3.592,2.427
20647,1050-51,1,True,False,2.901,3.4,3.67,2.819,3.121,2.449
20648,1050-51,1,True,False,2.587,2.615,3.396,3.339,2.619,2.883
20649,1050-51,1,True,False,2.531,2.853,2.836,3.545,2.722,2.416
20650,1050-51,1,True,False,3.236,3.352,3.489,3.021,3.008,3.247
20651,1050-51,1,True,False,3.381,2.724,3.205,2.707,2.419,2.585
20652,1050-51,1,True,False,3.765,2.961,3.393,3.605,2.439,2.912
20653,1050-51,1,True,False,2.976,3.225,2.905,3.496,3.801,2.616
20654,1050-51,1,True,False,2.614,2.879,3.321,3.144,3.897,2.182
20655,1050-51,1,True,False,3.265,3.254,3.098,2.896,3.352,3.7
20656,1050-51,1,False,False,,,,,,
20657,1050-51,1,True,False,3.199,3.138,3.444,2.68,2.855,4.376
20658,1050-51,1,True,False,2.84,2.838,2.84,3.396,3.636,3.346
20659,1050-51,1,False,False,,,,,,
20660,1050-51,1,False,False,,,,,,
20661,1050-51,1,True,False,3.451,2.495,3.715,2.059,4.079,3.343
20662,1050-51,1,False,False,,,,,,
20663,1050-51,1,True,False,2.777,2.987,3.389,2.893,2.957,4.076
20664,1050-51,1,True,False,3.261,3.366,2.772,2.732,3.118,3.679
20665,1050-51,1,True,False,2.831,2.753,2.768,3.077,2.905,3.275
20666,1050-51,1,True,False,2.953,3.08,2.513,2.693,3.573,2.425
20667,1050-51,1,True,False,2.611,3.938,3.38,3.083,3.674,2.852
20668,1050-51,1,True,False,3.135,2.918,3.76,2.756,3.349,3.014
20669,1050-51,1,True,False,3.378,2.699,3.872,3.29,3.316,3.362
20670,1050-51,1,False,False,,,,,,
20671,1050-51,1,False,False,,,,,,
20672,1050-51,1,True,False,2.848,2.703,2.982,3.564,2.81,3.528
20673,1050-51,1,False,False,,,,,,
20674,1050-51,1,False,False,,,,,,
20675,1050-51,1,True,False,3.028,2.568,2.679,3.017,3.268,3.121
20676,1050-51,1,True,False,2.477,3.094,3.232,3.664,3.98,2.759
20677,1050-51,1,True,False,2.761,2.715,2.974,3.798,3.102,3.492
20678,1050-51,1,True,False,2.697,2.515,3.004,2.853,3.547,3.33
20679,1050-51,1,False,False,,,,,,
20680,1050-51,1,True,False,3.052,2.242,3.337,3.071,3.239,3.289
20681,1050-51,1,True,False,2.808,3.263,2.858,3.213,3.439,2.927
20682,1050-51,1,True,False,3.104,2.556,2.997,3.903,3.366,3.766
20683,1050-51,1,True,False,2.839,3.201,3.651,2.703,2.935,3.291
20684,1050-51,1,False,False,,,,,,
20685,1050-51,1,True,False,2.315,2.96,3.536,3.153,3.657,2.936
20686,1050-51,1,True,False,2.452,2.665,2.914,2.412,3.421,3.14
20687,1050-51,1,True,False,2.962,3.093,3.219,3.689,2.8,3.132
20688,1050-51,1,False,False,,,,,,
20689,1050-51,1,True,False,2.694,3.131,3.045,3.28,3.356,3.214
20690,1050-51,1,True,False,2.87,2.837,2.874,2.579,3.778,3.937
20691,1050-51,1,True,False,3.226,2.596,2.935,3.536,4.036,2.133
20692,1050-51,1,True,False,3.282,2.4,3.312,3.286,3.272,2.699
20693,1050-51,1,False,False,,,,,,
20694,1050-51,1,True,False,2.631,3.305,3.9,3.719,2.887,3.875
20695,1050-51,1,True,False,3.432,2.542,2.718,3.224,3.773,3.168
20696,1050-51,1,True,False,2.668,2.085,2.838,2.533,3.333,3.286
20697,1050-51,1,True,False,2.79,2.486,3.322,2.903,2.296,3.241
20698,1050-51,1,True,False,3.544,2.481,2.996,3.053,2.997,3.415
20699,1050-51,1,False,False,,,,,,
20700,1050-51,1,True,False,2.995,2.96,2.769,2.784,3.762,3.147
20701,1050-51,1,True,False,2.464,3.328,2.469,3.337,3.434,2.888
20702,1050-51,1,False,False,,,,,,
20703,1050-51,1,True,False,3.25,2.935,2.824,3.686,3.985,3.416
20704,1050-51,1,True,False,3.225,2.716,2.767,3.7,3.558,3.446
20705,1050-51,1,True,False,2.908,3.59,3.423,3.195,3.387,3.337
20706,1050-51,1,False,False,,,,,,
20707,1050-51,1,True,False,3.468,2.687,2.863,3.303,3.409,3.638
20708,1050-51,1,True,False,2.891,2.985,2.621,3.358,3.577,1.791
20709,1050-51,1,True,False,3.229,3.905,2.948,3.269,3.242,3.679
20710,1050-51,1,False,False,,,,,,
20711,1050-51,1,True,False,2.648,2.965,2.811,2.448,3.406,3.155
20712,1050-51,1,True,False,2.684,2.971,3.286,2.499,3.339,3.125
20713,1050-51,1,True,False,3.109,2.465,2.856,2.889,2.77,4.172
20714,1050-51,1,True,False,1.985,2.815,3.128,3.292,2.873,2.637
20715,1050-51,1,True,False,2.804,2.863,3.296,2.918,3.018,3.696
20716,1050-51,1,True,False,2.881,2.985,2.568,2.7,3.915,3.335
20717,1050-51,1,True,False,3.05,2.4,3.739,3.698,2.697,4.073
20718,1050-51,1,False,False,,,,,,
20719,1050-51,1,True,False,3.102,3.375,3.265,3.322,2.951,3.408
20720,1050-51,1,True,False,2.908,2.779,3.11,3.095,3.389,2.218
20721,1050-51,1,False,False,,,,,,
20722,1050-51,1,True,False,3.279,3.182,2.726,3.16,3.835,3.795
20723,1050-51,1,True,False,3.035,4.04,2.145,3.29,3.824,3.157
20724,1050-51,1,True,False,2.685,2.86,3.585,3.333,3.373,3.12
20725,1050-51,1,True,False,2.975,2.856,3.148,3.568,2.786,3.543
20726,1050-51,1,True,False,2.994,2.814,3.001,3.295,3.26,3.366
20727,1050-51,1,True,False,3.079,2.694,3.15,3.949,2.977,2.257
20728,1050-51,1,True,False,3.282,3.115,3.561,3.601,3.649,3.106
20729,1050-51,1,True,False,3.704,2.538,2.861,3.797,3.5,3.326
20730,1050-51,1,True,False,3.331,2.967,2.909,3.059,3.859,2.866
20731,1050-51,1,True,False,3.405,3.058,2.837,4.201,3.321,2.82
20732,1050-51,1,True,False,3.375,3.233,3.24,3.802,4.078,3.366
20733,1050-51,1,True,False,2.026,3.047,2.565,2.964,2.888,3.405
20734,1050-51,1,True,False,2.951,1.829,4.216,2.837,3.455,3.242
20735,1050-51,1,True,False,3.417,3.213,1.998,2.987,4.152,3.377
20736,1050-51,1,True,False,2.764,3.06,2.528,2.904,2.537,3.189
20737,1050-51,1,True,False,3.021,2.869,3.454,4.097,3.39,3.554
