student_id,academic_year_graduated,programme_code,degree_classification,degree_weighted_avg
5577,1049-50,2_3_8,2:1,63.3
5578,1049-50,2_4_10,2:1,68.7
5587,1049-50,1_1_1,2:1,68.5
5599,1049-50,2_3_8,2:1,65.0
56,1049-50,2_3_7,2:2,58.4
5607,1049-50,1_1_4,2:1,63.5
5610,1049-50,2_2_5,2:1,66.0
5616,1049-50,1_2_1,First,70.3
5621,1049-50,1_2_1,2:2,56.7
5622,1049-50,2_4_10,2:1,62.2
5623,1049-50,3_2_2,2:1,68.3
5628,1049-50,2_3_7,2:1,64.1
5629,1049-50,2_2_3,2:1,68.5
5630,1049-50,2_2_2,2:2,58.6
5631,1049-50,2_4_11,2:1,60.5
5636,1049-50,1_1_4,2:1,62.8
5642,1049-50,1_1_4,2:1,64.8
5650,1049-50,4_2_12,2:1,60.4
5655,1049-50,1_2_1,2:2,58.1
5661,1049-50,2_2_4,2:2,54.8
5665,1049-50,1_1_3,2:1,64.8
5667,1049-50,2_4_11,2:1,67.0
5670,1049-50,2_2_3,2:2,56.7
5673,1049-50,2_2_2,Third,48.8
5682,1049-50,2_2_4,2:1,65.5
5683,1049-50,2_4_10,Third,48.2
5691,1049-50,2_4_12,First,73.0
5693,1049-50,4_2_12,First,72.2
5703,1049-50,2_2_5,2:1,63.2
5707,1049-50,2_3_7,2:2,53.9
5709,1049-50,3_2_2,2:1,62.4
5723,1049-50,2_4_10,First,76.9
5728,1049-50,2_3_8,2:2,54.8
5731,1049-50,4_2_12,2:2,52.0
5732,1049-50,1_1_5,2:2,53.9
5736,1049-50,1_2_1,2:2,52.1
5746,1049-50,1_1_4,2:1,60.8
5748,1049-50,2_3_8,2:1,67.9
5751,1049-50,1_2_1,2:2,51.3
5752,1049-50,2_2_6,Third,48.3
5753,1049-50,1_1_4,Third,45.0
5756,1049-50,2_2_5,2:2,54.5
5762,1049-50,4_2_12,2:2,55.0
5763,1049-50,2_3_9,2:1,60.7
5767,1049-50,2_4_10,2:2,58.1
5768,1049-50,2_2_4,2:2,51.4
5777,1049-50,2_2_4,2:2,55.1
5780,1049-50,2_4_10,2:2,57.0
5782,1049-50,1_1_5,Third,46.7
5784,1049-50,2_1_1,2:1,62.6
5793,1049-50,1_2_1,2:2,50.4
5799,1049-50,1_1_2,2:2,57.3
5822,1049-50,2_2_5,2:1,60.0
5837,1049-50,2_2_3,2:1,61.5
5844,1049-50,2_2_6,2:2,57.2
5855,1049-50,3_2_2,2:2,57.7
5857,1049-50,1_1_5,2:1,64.1
5866,1049-50,1_1_3,2:2,55.4
5868,1049-50,2_4_10,First,71.1
5873,1049-50,2_2_5,2:1,60.4
5890,1049-50,1_1_4,2:2,53.2
5892,1049-50,2_2_5,2:2,59.1
5894,1049-50,2_3_8,2:1,60.2
5898,1049-50,2_4_12,2:1,66.3
5899,1049-50,2_4_12,2:1,65.4
5905,1049-50,2_3_7,2:1,65.8
5906,1049-50,4_2_12,First,79.5
5907,1049-50,3_2_2,Third,46.8
5915,1049-50,3_2_2,2:1,66.6
5927,1049-50,1_1_3,2:2,57.8
5931,1049-50,2_2_4,Third,46.7
5932,1049-50,4_2_12,2:1,68.4
5936,1049-50,2_3_8,2:1,64.8
5943,1049-50,2_4_12,2:2,59.1
5944,1049-50,4_2_12,2:1,62.2
5947,1049-50,2_4_12,2:1,66.7
5953,1049-50,4_2_12,2:1,62.4
5955,1049-50,2_1_1,2:1,68.9
5966,1049-50,4_2_12,2:2,54.1
5968,1049-50,2_3_7,2:2,59.1
5980,1049-50,2_3_8,2:2,52.9
5996,1049-50,2_3_9,2:1,61.5
5997,1049-50,3_1_1,2:1,61.9
6000,1049-50,4_2_12,Third,46.7
6001,1049-50,2_2_4,2:1,68.7
6011,1049-50,4_2_12,2:2,59.2
6024,1049-50,2_4_12,2:1,63.6
6028,1049-50,2_2_2,2:2,56.9
6029,1049-50,2_2_3,2:2,56.2
6032,1049-50,2_4_12,First,73.9
6033,1049-50,2_3_8,2:2,52.6
6038,1049-50,2_1_1,2:2,58.6
6049,1049-50,1_1_3,2:1,70.0
6052,1049-50,2_4_10,2:1,65.1
6065,1049-50,2_4_12,2:2,52.9
6067,1049-50,2_2_2,2:1,62.3
6069,1049-50,2_1_1,2:1,68.6
6081,1049-50,2_4_10,Third,48.0
6083,1049-50,2_2_6,2:2,59.6
6097,1049-50,1_1_4,2:2,53.9
6100,1049-50,2_4_11,2:2,58.8
6106,1049-50,2_3_8,First,70.2
6110,1049-50,1_1_5,First,73.7
6119,1049-50,2_4_11,2:2,53.9
6120,1049-50,2_4_12,2:1,63.3
6124,1049-50,1_1_1,2:1,66.5
6130,1049-50,2_4_12,2:2,58.2
6132,1049-50,2_4_12,2:1,65.6
6138,1049-50,2_4_10,2:2,51.8
6144,1049-50,2_2_2,First,76.2
6152,1049-50,1_1_5,Third,47.1
6155,1049-50,2_4_10,2:1,66.5
6157,1049-50,2_4_12,2:2,55.9
6158,1049-50,1_1_3,2:2,52.7
6165,1049-50,3_2_2,2:2,57.3
6169,1049-50,4_2_12,2:1,64.0
6174,1049-50,2_4_12,2:2,56.9
6175,1049-50,4_2_12,2:1,66.7
6176,1049-50,2_4_10,2:2,59.8
6177,1049-50,2_2_5,2:1,64.7
6180,1049-50,2_2_6,2:2,55.9
6188,1049-50,2_1_1,First,75.5
6189,1049-50,2_3_9,2:2,55.7
6193,1049-50,1_1_1,2:1,63.1
6194,1049-50,2_2_5,2:2,56.9
6196,1049-50,2_2_6,2:1,66.7
6200,1049-50,1_1_3,2:2,54.3
6210,1049-50,2_2_5,2:2,57.8
6211,1049-50,2_2_3,2:1,61.7
6220,1049-50,2_2_4,2:1,63.8
6223,1049-50,2_3_7,2:2,52.1
6228,1049-50,2_3_7,2:1,69.6
6231,1049-50,2_3_8,2:1,60.5
6240,1049-50,2_3_7,2:2,57.3
6244,1049-50,2_2_2,Third,48.0
6245,1049-50,2_2_6,2:1,62.4
6246,1049-50,4_2_12,First,72.9
6247,1049-50,2_4_12,2:2,50.5
6248,1049-50,3_1_1,2:1,63.2
6250,1049-50,1_1_1,2:1,66.7
6251,1049-50,2_4_11,2:2,53.3
6254,1049-50,3_2_2,2:2,55.6
6258,1049-50,2_3_9,2:2,57.2
6261,1049-50,2_2_3,First,72.2
6267,1049-50,2_3_7,2:1,62.9
6268,1049-50,2_2_5,2:1,63.2
6272,1049-50,2_3_7,2:1,64.6
6276,1049-50,1_1_4,2:2,59.5
6277,1049-50,2_2_4,2:1,65.2
6281,1049-50,4_2_12,2:2,57.4
6287,1049-50,2_2_6,2:2,50.6
6292,1049-50,2_2_5,2:1,62.0
6293,1049-50,2_4_11,2:2,53.8
6297,1049-50,4_2_12,2:2,55.9
6303,1049-50,2_4_12,2:1,67.7
6306,1049-50,1_2_1,2:2,53.3
6315,1049-50,2_1_1,First,70.8
6316,1049-50,1_1_1,2:2,51.3
6319,1049-50,2_2_6,2:2,54.5
6320,1049-50,2_4_10,First,71.6
6322,1049-50,2_1_1,2:1,63.8
6323,1049-50,4_2_12,2:2,51.6
6325,1049-50,2_3_7,2:2,57.9
6326,1049-50,2_2_2,Third,48.8
6327,1049-50,3_1_1,2:1,66.5
6336,1049-50,1_1_1,2:1,66.8
6338,1049-50,2_4_10,2:2,52.2
6341,1049-50,2_2_5,2:2,50.0
6345,1049-50,1_1_5,2:1,69.8
6367,1049-50,1_1_5,2:1,69.7
6380,1049-50,2_1_1,2:1,66.0
6387,1049-50,1_1_3,2:1,65.8
6399,1049-50,1_1_5,2:1,61.4
6401,1049-50,2_4_11,2:2,58.6
6407,1049-50,4_2_12,2:2,52.9
6412,1049-50,2_3_7,2:2,58.7
6413,1049-50,1_2_1,2:1,67.1
6414,1049-50,2_3_8,2:1,67.2
6421,1049-50,2_4_12,First,71.2
6435,1049-50,1_1_2,First,71.4
6439,1049-50,2_4_12,2:1,67.5
6440,1049-50,2_3_7,2:1,65.2
6443,1049-50,2_4_10,2:1,60.4
6451,1049-50,4_2_12,First,77.4
6457,1049-50,1_1_5,Third,43.9
6458,1049-50,2_4_10,Third,46.2
6471,1049-50,1_1_3,First,75.5
6477,1049-50,4_2_12,2:2,56.6
6479,1049-50,2_2_3,2:1,66.4
6488,1049-50,2_3_8,2:1,63.4
6492,1049-50,3_2_2,2:2,57.3
6497,1049-50,1_1_2,2:2,55.8
6498,1049-50,2_1_1,2:1,60.5
6501,1049-50,2_2_6,2:1,61.3
6504,1049-50,2_2_5,2:2,56.6
6507,1049-50,2_4_10,2:2,56.5
6514,1049-50,2_1_1,2:2,57.2
653,1049-50,1_1_2,2:2,59.0
6530,1049-50,3_2_2,First,70.5
6535,1049-50,1_2_1,2:1,63.8
6538,1049-50,2_4_12,2:1,63.9
6541,1049-50,1_2_1,2:1,61.0
6542,1049-50,4_2_12,First,77.7
6554,1049-50,2_2_2,2:2,54.7
6560,1049-50,3_1_1,Third,47.5
6563,1049-50,2_2_5,2:1,62.8
6567,1049-50,1_1_2,2:1,63.9
6570,1049-50,2_2_5,First,71.0
6575,1049-50,1_1_3,2:1,69.7
6579,1049-50,4_2_12,2:2,56.9
6583,1049-50,2_2_2,2:1,64.7
6586,1049-50,2_4_11,First,78.0
6587,1049-50,2_2_6,2:2,59.5
6602,1049-50,2_1_1,2:1,67.6
6615,1049-50,1_1_5,2:2,59.5
6624,1049-50,2_2_4,2:2,57.9
6641,1049-50,1_2_1,2:2,58.6
6643,1049-50,3_1_1,2:1,60.0
6650,1049-50,4_2_12,2:2,57.5
6655,1049-50,2_1_1,2:1,64.4
6670,1049-50,2_2_4,2:2,53.4
6672,1049-50,2_1_1,First,71.0
6679,1049-50,1_2_1,2:2,58.0
6683,1049-50,2_3_8,2:1,69.1
6687,1049-50,2_2_3,2:2,58.3
6691,1049-50,2_2_4,2:1,67.7
6693,1049-50,2_2_4,2:2,58.3
6694,1049-50,2_3_7,2:1,63.4
6695,1049-50,2_2_5,2:1,63.5
6696,1049-50,2_4_12,Third,48.6
6698,1049-50,2_4_11,2:2,59.0
6704,1049-50,2_2_5,First,74.5
6706,1049-50,2_3_8,2:1,63.1
6707,1049-50,3_1_1,First,72.8
6712,1049-50,2_3_8,2:1,62.2
6723,1049-50,2_4_10,Third,48.2
6729,1049-50,2_3_8,2:2,58.4
6740,1049-50,2_1_1,2:2,58.1
6742,1049-50,2_2_2,2:2,59.6
6743,1049-50,2_2_6,2:1,64.4
6744,1049-50,2_3_8,2:1,69.1
6749,1049-50,1_1_3,2:2,58.8
6750,1049-50,2_4_12,2:2,57.0
6762,1049-50,2_1_1,2:1,67.8
6766,1049-50,1_1_1,First,78.5
6777,1049-50,2_4_10,2:2,53.9
6781,1049-50,4_2_12,2:1,62.2
6782,1049-50,2_2_3,2:2,59.5
6783,1049-50,2_4_12,2:1,60.8
6793,1049-50,1_1_2,2:2,52.3
6795,1049-50,1_1_5,2:2,59.1
6796,1049-50,2_3_9,First,83.1
6806,1049-50,2_3_8,2:2,57.2
6807,1049-50,2_2_4,2:2,51.5
6809,1049-50,1_1_5,2:2,57.9
6811,1049-50,1_1_5,2:1,60.9
6838,1049-50,2_2_4,2:1,69.4
6842,1049-50,2_2_6,2:1,60.6
6843,1049-50,2_4_11,2:1,65.9
6844,1049-50,2_2_3,Third,49.4
6845,1049-50,4_2_12,Third,42.7
6848,1049-50,4_2_12,2:2,53.3
6849,1049-50,2_2_4,2:1,60.1
6862,1049-50,1_1_4,Third,49.6
6863,1049-50,2_3_7,2:1,68.3
6865,1049-50,2_2_2,2:2,55.9
6870,1049-50,1_1_3,2:1,60.4
6880,1049-50,4_2_12,Third,41.8
689,1049-50,2_3_9,Third,45.1
6902,1049-50,2_3_8,2:2,53.0
6912,1049-50,2_4_12,2:2,59.7
6920,1049-50,1_1_1,2:1,63.7
6921,1049-50,2_2_3,2:2,53.9
6928,1049-50,1_1_2,First,77.9
6932,1049-50,2_4_12,2:2,55.1
6935,1049-50,2_3_8,2:2,59.3
6936,1049-50,2_3_8,First,71.7
6938,1049-50,2_3_7,2:1,63.1
694,1049-50,2_3_8,2:2,56.1
6944,1049-50,1_1_4,First,71.7
6945,1049-50,3_1_1,2:1,67.2
6950,1049-50,1_2_1,2:1,63.2
6957,1049-50,2_4_12,2:2,56.6
6966,1049-50,1_1_4,2:2,53.9
6968,1049-50,2_2_3,2:1,69.0
6970,1049-50,1_1_5,2:1,62.4
6971,1049-50,4_2_12,Third,40.7
6975,1049-50,1_2_1,2:1,66.2
6976,1049-50,2_2_2,2:1,61.4
6990,1049-50,1_1_4,Third,47.8
6999,1049-50,2_2_2,2:2,55.6
7004,1049-50,2_2_4,2:1,67.0
7005,1049-50,2_2_4,First,71.9
7023,1049-50,1_1_1,2:1,69.1
7026,1049-50,2_1_1,2:1,67.8
7030,1049-50,2_2_2,2:1,60.4
7034,1049-50,2_4_10,2:1,65.0
7041,1049-50,2_3_8,2:2,56.7
7046,1049-50,4_2_12,Third,48.1
7052,1049-50,2_4_12,2:1,66.5
7053,1049-50,2_2_3,2:1,64.5
7058,1049-50,2_2_4,2:1,68.5
7060,1049-50,2_3_8,2:1,61.1
7067,1049-50,1_1_4,2:2,55.9
7069,1049-50,4_2_12,2:1,61.5
7084,1049-50,3_1_1,2:1,65.7
7085,1049-50,2_4_11,2:1,66.8
7092,1049-50,2_3_8,2:1,63.4
7094,1049-50,2_2_5,2:2,51.1
7096,1049-50,1_1_3,2:2,50.3
7097,1049-50,2_4_12,2:1,61.8
7099,1049-50,2_1_1,2:2,57.4
7100,1049-50,2_2_2,2:2,52.3
7114,1049-50,4_2_12,2:1,68.4
7115,1049-50,2_4_12,2:1,64.0
7119,1049-50,2_2_6,First,71.3
712,1049-50,2_2_2,2:1,63.7
7134,1049-50,1_2_1,2:1,65.3
7141,1049-50,1_2_1,2:2,56.4
7143,1049-50,2_2_2,Third,48.7
7144,1049-50,4_2_12,2:1,68.2
7145,1049-50,1_2_1,2:1,69.6
7153,1049-50,1_1_3,First,70.6
7158,1049-50,2_2_4,2:1,64.3
7161,1049-50,1_1_3,2:1,62.6
7170,1049-50,1_1_5,2:1,62.1
7179,1049-50,2_2_4,2:2,50.2
7181,1049-50,1_1_5,2:2,59.9
7182,1049-50,1_1_4,2:2,59.9
7193,1049-50,4_2_12,2:1,65.4
7194,1049-50,2_4_12,2:1,63.5
7203,1049-50,2_2_2,2:1,67.6
7209,1049-50,4_2_12,2:1,65.0
7213,1049-50,4_2_12,2:1,62.3
7222,1049-50,1_1_4,2:2,59.9
7224,1049-50,1_2_1,Third,48.2
7226,1049-50,1_1_3,2:2,53.3
7239,1049-50,2_4_10,2:1,61.9
7240,1049-50,4_2_12,2:2,51.0
7244,1049-50,4_2_12,2:1,60.2
7248,1049-50,2_3_9,2:1,65.6
7254,1049-50,2_2_2,2:2,54.1
7256,1049-50,2_3_9,Third,49.2
7257,1049-50,2_4_12,2:2,55.4
7261,1049-50,2_1_1,2:1,67.1
7263,1049-50,2_3_7,2:2,54.9
7264,1049-50,2_2_3,2:1,69.9
7267,1049-50,2_2_3,2:1,64.7
7271,1049-50,2_1_1,2:2,52.3
7273,1049-50,2_4_11,2:1,61.1
7278,1049-50,3_1_1,2:1,63.5
7279,1049-50,2_2_3,2:1,69.0
7281,1049-50,3_2_2,2:2,56.6
7282,1049-50,4_2_12,Third,41.8
7286,1049-50,2_2_3,2:1,60.2
7290,1049-50,2_1_1,2:2,53.1
7300,1049-50,2_1_1,2:2,59.0
7302,1049-50,2_2_5,Third,49.2
7305,1049-50,4_2_12,2:2,55.5
7313,1049-50,2_4_12,2:2,52.1
7315,1049-50,2_3_8,2:2,53.2
7316,1049-50,1_1_3,2:1,66.3
7326,1049-50,4_2_12,2:2,51.2
7327,1049-50,2_2_5,Third,48.6
7333,1049-50,2_2_4,2:1,60.6
7335,1049-50,1_1_4,2:1,62.6
7340,1049-50,2_3_7,2:2,59.1
7343,1049-50,2_3_7,2:2,59.2
7348,1049-50,2_3_7,2:1,60.8
7350,1049-50,2_3_7,2:2,51.0
7360,1049-50,2_3_8,2:1,61.1
7361,1049-50,2_2_3,Third,49.4
7362,1049-50,2_2_3,2:1,65.8
7363,1049-50,1_2_1,2:1,62.6
7367,1049-50,2_3_9,2:1,68.8
7376,1049-50,1_2_1,2:2,53.3
7385,1049-50,1_1_2,2:2,57.9
7386,1049-50,4_2_12,2:1,60.6
7399,1049-50,2_4_10,2:2,52.7
7401,1049-50,2_3_7,Third,47.4
7403,1049-50,2_2_2,2:1,63.0
7405,1049-50,1_1_3,2:1,68.2
7406,1049-50,1_1_1,2:1,68.7
7408,1049-50,4_2_12,First,72.9
7411,1049-50,3_2_2,2:1,63.3
7416,1049-50,1_1_4,Third,49.3
7419,1049-50,2_2_6,2:2,58.2
7449,1049-50,2_4_12,2:1,63.1
7450,1049-50,1_1_2,2:1,63.9
7454,1049-50,2_2_5,First,74.3
7458,1049-50,2_2_4,2:2,51.9
7464,1049-50,1_1_1,2:2,56.7
7468,1049-50,3_1_1,2:1,64.1
7469,1049-50,2_2_2,First,70.3
7474,1049-50,2_2_4,2:2,55.5
7483,1049-50,3_1_1,Third,48.1
7486,1049-50,2_4_10,2:1,68.0
7490,1049-50,1_1_4,2:1,60.8
7495,1049-50,2_4_12,2:2,50.2
7497,1049-50,2_2_6,2:1,65.9
7499,1049-50,2_2_5,2:2,58.4
7505,1049-50,3_2_2,2:2,58.5
7516,1049-50,2_3_9,2:2,56.3
7525,1049-50,2_3_9,2:1,62.7
7527,1049-50,2_2_3,2:2,55.2
7528,1049-50,1_2_1,2:1,66.6
7531,1049-50,2_3_9,First,76.8
7535,1049-50,2_2_5,2:2,50.3
7560,1049-50,2_2_4,2:1,68.6
7562,1049-50,2_4_12,Third,47.9
7566,1049-50,4_2_12,2:2,55.0
7568,1049-50,1_1_2,2:2,55.0
7574,1049-50,2_2_5,2:2,52.3
7588,1049-50,2_2_2,2:2,55.7
759,1049-50,2_4_10,2:1,61.3
7594,1049-50,2_2_2,2:1,61.7
7596,1049-50,2_2_5,2:2,54.2
7604,1049-50,2_1_1,2:2,54.1
7626,1049-50,1_1_2,2:1,67.8
7627,1049-50,2_1_1,2:1,61.7
7635,1049-50,2_2_5,2:1,66.3
7636,1049-50,1_1_2,2:2,59.1
7637,1049-50,2_2_4,2:1,65.1
7638,1049-50,2_2_4,2:2,53.4
7639,1049-50,2_1_1,2:2,56.7
7645,1049-50,2_3_7,2:1,66.5
7646,1049-50,2_3_7,2:2,58.5
7650,1049-50,2_3_8,2:2,52.8
7651,1049-50,1_2_1,2:2,54.8
7656,1049-50,2_4_11,2:2,52.3
7662,1049-50,1_1_1,2:1,60.0
7663,1049-50,2_4_12,Third,45.5
7676,1049-50,2_4_10,2:1,63.0
7686,1049-50,1_1_2,2:2,59.5
7691,1049-50,2_2_2,2:2,58.7
7697,1049-50,1_2_1,2:2,59.3
7698,1049-50,3_2_2,2:1,64.6
7699,1049-50,2_4_11,2:2,56.1
7703,1049-50,2_2_6,2:1,64.7
7711,1049-50,1_1_2,2:1,63.3
7713,1049-50,3_2_2,2:2,57.8
7719,1049-50,2_2_2,2:2,53.5
7722,1049-50,2_2_3,First,70.5
7729,1049-50,1_1_3,2:1,69.0
7730,1049-50,2_3_7,2:2,50.6
7739,1049-50,2_4_11,2:2,55.7
7740,1049-50,1_1_2,2:2,56.6
7742,1049-50,4_2_12,2:2,59.5
7744,1049-50,2_2_2,2:2,52.9
7746,1049-50,1_1_3,2:2,51.2
7749,1049-50,2_3_8,2:1,63.3
7754,1049-50,4_2_12,Third,46.4
7759,1049-50,2_2_5,2:2,59.9
7769,1049-50,2_3_8,2:1,64.9
7775,1049-50,4_2_12,2:2,52.9
7785,1049-50,2_2_6,2:1,68.0
7786,1049-50,2_1_1,2:2,57.6
7792,1049-50,2_2_5,2:2,54.8
7793,1049-50,2_2_5,Third,49.1
7807,1049-50,2_1_1,2:2,52.1
7811,1049-50,2_2_6,2:2,53.2
7813,1049-50,1_1_2,2:2,56.0
7814,1049-50,2_1_1,2:2,51.2
7818,1049-50,4_2_12,First,71.0
7820,1049-50,3_2_2,2:1,60.9
7828,1049-50,2_2_4,2:1,64.2
7830,1049-50,1_2_1,2:2,51.0
7831,1049-50,2_2_5,2:1,66.4
7836,1049-50,1_1_1,2:1,65.7
7842,1049-50,2_2_3,First,74.0
7846,1049-50,2_3_9,2:1,64.6
7848,1049-50,1_1_2,2:2,56.7
7853,1049-50,2_2_4,2:1,62.7
7856,1049-50,2_4_12,2:1,67.4
7864,1049-50,2_4_12,2:1,62.8
7872,1049-50,2_2_5,2:1,62.5
7880,1049-50,4_2_12,Third,43.2
7889,1049-50,2_2_6,2:1,61.9
7892,1049-50,1_1_4,First,75.6
7900,1049-50,1_1_1,First,74.1
7903,1049-50,4_2_12,Third,44.0
7909,1049-50,2_2_2,2:1,64.3
7917,1049-50,2_2_3,2:2,53.9
7920,1049-50,1_1_1,First,70.3
7924,1049-50,2_2_5,2:1,69.2
7925,1049-50,2_2_5,2:1,68.0
7926,1049-50,2_4_11,2:2,59.4
7927,1049-50,2_2_6,2:2,52.3
7930,1049-50,2_2_5,2:2,52.6
7933,1049-50,2_4_10,2:2,56.1
7934,1049-50,2_3_8,2:1,63.5
7940,1049-50,2_2_4,2:1,64.9
7949,1049-50,2_2_3,2:2,56.8
7950,1049-50,1_1_3,2:2,58.4
7952,1049-50,1_1_4,2:2,56.6
7961,1049-50,3_2_2,2:1,62.0
7967,1049-50,4_2_12,2:2,57.7
7970,1049-50,1_1_4,2:1,68.2
7973,1049-50,2_2_5,2:1,66.5
7975,1049-50,1_1_4,2:1,61.4
7978,1049-50,2_2_4,Third,49.0
7985,1049-50,2_4_11,2:1,61.6
7989,1049-50,2_1_1,2:2,55.9
7992,1049-50,2_2_2,Third,49.5
7993,1049-50,1_1_1,First,75.3
7994,1049-50,1_1_4,2:2,53.4
7996,1049-50,2_2_4,Third,48.6
7997,1049-50,4_2_12,Third,49.7
8003,1049-50,2_2_2,First,72.2
8005,1049-50,2_4_10,2:1,60.0
8007,1049-50,2_3_8,2:1,68.2
8013,1049-50,4_2_12,2:2,51.8
8014,1049-50,1_1_5,2:2,57.9
8034,1049-50,2_2_4,2:1,60.5
8036,1049-50,1_1_2,2:1,62.5
8038,1049-50,2_4_11,2:2,59.9
8042,1049-50,2_2_5,2:2,59.4
8043,1049-50,2_2_2,2:2,54.2
8045,1049-50,2_2_5,2:2,59.0
8048,1049-50,3_1_1,2:2,54.2
805,1049-50,2_4_12,2:1,60.5
8052,1049-50,1_1_1,2:2,55.2
8053,1049-50,2_4_10,2:2,58.7
8056,1049-50,2_2_5,2:2,57.2
8061,1049-50,2_1_1,2:1,61.3
8062,1049-50,2_1_1,2:1,64.6
8063,1049-50,2_4_11,2:2,51.6
8066,1049-50,2_3_7,2:2,50.1
8071,1049-50,2_2_2,2:2,58.4
8077,1049-50,2_4_10,2:2,59.9
8081,1049-50,2_3_8,First,73.5
8086,1049-50,1_1_3,First,74.4
8093,1049-50,2_2_6,2:1,61.8
8102,1049-50,2_2_2,2:1,64.6
8112,1049-50,1_1_4,2:1,68.5
8121,1049-50,2_2_5,2:1,67.0
8127,1049-50,2_3_8,2:1,61.8
8129,1049-50,2_3_9,First,70.5
8136,1049-50,2_4_12,2:2,58.6
8139,1049-50,2_2_6,2:1,61.9
8144,1049-50,1_1_5,2:1,69.4
8148,1049-50,2_2_4,First,70.4
8151,1049-50,1_1_4,2:2,55.8
8157,1049-50,2_2_3,2:2,55.5
8166,1049-50,4_2_12,First,75.5
8171,1049-50,1_1_3,2:2,58.6
8180,1049-50,1_1_3,Third,46.8
8183,1049-50,2_2_6,2:1,64.6
8197,1049-50,1_1_5,2:1,69.3
8201,1049-50,3_2_2,2:2,59.3
8210,1049-50,2_2_2,2:2,51.6
8215,1049-50,2_3_7,2:1,61.0
8219,1049-50,2_4_12,2:2,59.4
8229,1049-50,2_2_3,2:2,52.8
8230,1049-50,3_2_2,2:1,61.7
8231,1049-50,2_2_2,2:1,60.7
8233,1049-50,2_2_3,2:2,57.7
8234,1049-50,1_1_1,First,74.8
8244,1049-50,4_2_12,2:1,64.4
8249,1049-50,2_4_10,2:1,65.3
8251,1049-50,2_4_12,2:1,60.4
8253,1049-50,2_4_12,Third,49.4
8257,1049-50,1_1_4,2:1,63.5
8258,1049-50,2_2_6,2:1,68.7
8260,1049-50,2_3_9,First,72.2
8266,1049-50,1_1_1,2:1,64.9
8271,1049-50,2_2_5,2:1,64.9
8276,1049-50,1_1_1,2:1,64.3
8278,1049-50,1_1_1,2:2,56.5
8280,1049-50,2_4_12,2:1,65.8
8293,1049-50,2_2_4,2:2,58.5
8306,1049-50,1_1_3,2:1,65.1
8307,1049-50,2_2_4,2:2,51.2
8308,1049-50,1_1_2,2:2,54.3
8311,1049-50,4_2_12,2:2,59.3
8313,1049-50,1_1_1,2:2,50.7
8318,1049-50,2_1_1,2:2,56.5
8322,1049-50,2_2_3,2:1,65.1
8326,1049-50,2_2_6,First,70.3
8330,1049-50,2_4_12,2:1,60.1
8334,1049-50,2_2_4,2:1,62.8
8344,1049-50,1_1_3,2:2,57.9
8353,1049-50,1_1_2,2:1,62.1
8356,1049-50,2_4_11,2:2,58.8
8357,1049-50,3_1_1,2:1,64.5
8361,1049-50,2_2_2,2:1,62.1
8362,1049-50,2_2_6,2:1,63.5
8368,1049-50,2_4_12,2:1,64.8
8370,1049-50,1_1_1,2:2,55.7
8373,1049-50,4_2_12,First,82.3
8379,1049-50,2_3_9,2:1,64.4
8388,1049-50,2_4_12,2:1,67.2
8392,1049-50,2_3_8,First,70.0
8404,1049-50,2_2_6,2:1,63.7
8407,1049-50,1_2_1,2:1,63.5
8410,1049-50,1_1_3,2:1,61.2
8415,1049-50,4_2_12,2:1,64.0
8416,1049-50,2_2_3,2:1,64.8
8417,1049-50,2_4_10,2:2,56.0
8418,1049-50,4_2_12,First,71.6
8419,1049-50,2_3_7,2:1,60.0
8429,1049-50,2_3_8,2:1,60.6
8434,1049-50,2_4_10,2:2,51.4
8439,1049-50,2_2_3,2:2,52.7
8443,1049-50,2_2_3,2:2,52.5
8444,1049-50,2_3_9,2:1,69.1
8448,1049-50,4_2_12,First,70.9
8451,1049-50,3_2_2,2:1,66.1
8463,1049-50,2_3_7,Third,49.0
8466,1049-50,2_1_1,2:1,61.2
8473,1049-50,1_1_5,2:1,60.2
8474,1049-50,2_4_12,2:2,54.5
8477,1049-50,4_2_12,2:2,51.1
8478,1049-50,3_1_1,2:1,63.0
8479,1049-50,2_2_3,2:2,53.6
8483,1049-50,2_2_6,2:1,61.5
8486,1049-50,2_2_6,2:2,50.8
8489,1049-50,1_2_1,2:2,53.9
8497,1049-50,2_2_6,2:2,59.6
8498,1049-50,2_2_3,Third,43.3
8509,1049-50,2_3_9,2:1,68.6
8511,1049-50,1_1_4,2:1,66.4
8513,1049-50,2_2_5,2:2,50.9
8514,1049-50,1_1_4,Third,45.0
8515,1049-50,2_2_3,2:1,61.7
8521,1049-50,2_2_6,First,75.1
8534,1049-50,1_1_5,2:2,53.3
8537,1049-50,1_1_3,2:2,58.7
8540,1049-50,2_4_10,2:1,64.4
8544,1049-50,2_2_6,2:1,63.4
8547,1049-50,2_3_7,2:2,51.6
855,1049-50,1_1_5,Third,47.8
8550,1049-50,2_1_1,2:1,64.9
8557,1049-50,2_4_12,2:1,68.8
8559,1049-50,4_2_12,2:2,58.4
8563,1049-50,2_4_10,2:1,62.8
8564,1049-50,2_4_12,Third,46.4
8568,1049-50,2_2_2,2:1,63.2
8571,1049-50,2_2_5,2:2,51.7
8585,1049-50,1_2_1,2:2,58.5
8596,1049-50,2_4_12,2:2,53.3
8597,1049-50,2_3_8,2:2,56.2
