student_id,academic_year,module_code,component_code,assessment_mark,assessment_date,assessment_weight
21364,1050-51,422401,FINAL,65.5,1050-12-15,0.5
21364,1050-51,422402,MIDTERM,72.5,1050-11-01,0.5
21364,1050-51,422402,FINAL,74.6,1050-12-15,0.5
21365,1050-51,442404,MIDTERM,52.1,1051-03-15,0.5
21365,1050-51,442404,FINAL,50.4,1051-05-15,0.5
21365,1050-51,442701,MIDTERM,36.8,1050-11-01,0.5
21365,1050-51,442701,FINAL,46.0,1050-12-15,0.5
21365,1050-51,442602,MIDTERM,40.6,1050-11-01,0.5
21365,1050-51,442602,FINAL,59.7,1050-12-15,0.5
21365,1050-51,442503,MIDTERM,50.2,1051-03-15,0.5
21365,1050-51,442503,FINAL,46.3,1051-05-15,0.5
21366,1050-51,4351102,MIDTERM,57.2,1050-11-01,0.5
21366,1050-51,4351102,FINAL,90.4,1050-12-15,0.5
21366,1050-51,435904,MIDTERM,93.8,1051-03-15,0.5
21366,1050-51,435904,FINAL,64.9,1051-05-15,0.5
21366,1050-51,4351003,MIDTERM,89.0,1051-03-15,0.5
21366,1050-51,4351003,FINAL,98.8,1051-05-15,0.5
21366,1050-51,4351201,MIDTERM,89.7,1050-11-01,0.5
21366,1050-51,4351201,FINAL,81.9,1050-12-15,0.5
21367,1050-51,4351102,MIDTERM,60.0,1050-11-01,0.5
21367,1050-51,4351102,FINAL,68.8,1050-12-15,0.5
21367,1050-51,435904,MIDTERM,52.1,1051-03-15,0.5
21367,1050-51,435904,FINAL,51.2,1051-05-15,0.5
21367,1050-51,4351003,MIDTERM,60.7,1051-03-15,0.5
21367,1050-51,4351003,FINAL,61.9,1051-05-15,0.5
21367,1050-51,4351201,MIDTERM,46.6,1050-11-01,0.5
21367,1050-51,4351201,FINAL,65.9,1050-12-15,0.5
21368,1050-51,4421002,MIDTERM,45.0,1050-11-01,0.5
21368,1050-51,4421002,FINAL,70.9,1050-12-15,0.5
21368,1050-51,442604,MIDTERM,63.4,1051-03-15,0.5
21368,1050-51,442604,FINAL,63.3,1051-05-15,0.5
21368,1050-51,442903,MIDTERM,65.1,1051-03-15,0.5
21368,1050-51,442903,FINAL,91.4,1051-05-15,0.5
21368,1050-51,4421101,MIDTERM,36.5,1050-11-01,0.5
21368,1050-51,4421101,FINAL,73.5,1050-12-15,0.5
21369,1050-51,4361501,MIDTERM,85.8,1050-11-01,0.5
21369,1050-51,4361501,FINAL,60.3,1050-12-15,0.5
21369,1050-51,4361402,MIDTERM,49.9,1050-11-01,0.5
21369,1050-51,4361402,FINAL,68.6,1050-12-15,0.5
21370,1050-51,4351103,MIDTERM,66.2,1051-03-15,0.5
21370,1050-51,4351103,FINAL,88.8,1051-05-15,0.5
21370,1050-51,4351301,MIDTERM,67.6,1050-11-01,0.5
21370,1050-51,4351301,FINAL,70.8,1050-12-15,0.5
21370,1050-51,4351004,MIDTERM,76.1,1051-03-15,0.5
21370,1050-51,4351004,FINAL,100.0,1051-05-15,0.5
21370,1050-51,4351202,MIDTERM,74.1,1050-11-01,0.5
21370,1050-51,4351202,FINAL,100.0,1050-12-15,0.5
21371,1050-51,4421201,MIDTERM,50.4,1050-11-01,0.5
21371,1050-51,4421201,FINAL,44.6,1050-12-15,0.5
21371,1050-51,4421102,MIDTERM,31.5,1050-11-01,0.5
21371,1050-51,4421102,FINAL,43.0,1050-12-15,0.5
21371,1050-51,4421003,MIDTERM,60.5,1051-03-15,0.5
21371,1050-51,4421003,FINAL,49.2,1051-05-15,0.5
21371,1050-51,442904,MIDTERM,35.5,1051-03-15,0.5
21371,1050-51,442904,FINAL,52.5,1051-05-15,0.5
21372,1050-51,4351102,MIDTERM,66.6,1050-11-01,0.5
21372,1050-51,4351102,FINAL,61.6,1050-12-15,0.5
21372,1050-51,435904,MIDTERM,70.2,1051-03-15,0.5
21372,1050-51,435904,FINAL,85.8,1051-05-15,0.5
21372,1050-51,4351003,MIDTERM,68.3,1051-03-15,0.5
21372,1050-51,4351003,FINAL,71.5,1051-05-15,0.5
21372,1050-51,4351201,MIDTERM,76.0,1050-11-01,0.5
21372,1050-51,4351201,FINAL,41.5,1050-12-15,0.5
21373,1050-51,441101,MIDTERM,60.3,1050-11-01,0.5
21373,1050-51,441101,FINAL,66.4,1050-12-15,0.5
21374,1050-51,433303,MIDTERM,51.9,1051-03-15,0.5
21374,1050-51,433303,FINAL,34.5,1051-05-15,0.5
21374,1050-51,433501,MIDTERM,62.1,1050-11-01,0.5
21374,1050-51,433501,FINAL,47.4,1050-12-15,0.5
21375,1050-51,452401,MIDTERM,48.9,1050-11-01,0.5
21375,1050-51,452401,FINAL,73.1,1050-12-15,0.5
21376,1050-51,433303,MIDTERM,76.1,1051-03-15,0.5
21376,1050-51,433303,FINAL,68.3,1051-05-15,0.5
21376,1050-51,433501,MIDTERM,70.0,1050-11-01,0.5
21376,1050-51,433501,FINAL,71.6,1050-12-15,0.5
21377,1050-51,4241202,MIDTERM,64.5,1050-11-01,0.5
21377,1050-51,4241202,FINAL,87.0,1050-12-15,0.5
21377,1050-51,4241204,MIDTERM,52.9,1051-03-15,0.5
21377,1050-51,4241204,FINAL,52.4,1051-05-15,0.5
21377,1050-51,4241201,MIDTERM,84.0,1050-11-01,0.5
21377,1050-51,4241201,FINAL,65.4,1050-12-15,0.5
21377,1050-51,4241203,MIDTERM,64.1,1051-03-15,0.5
21377,1050-51,4241203,FINAL,78.3,1051-05-15,0.5
21378,1050-51,4241202,MIDTERM,31.2,1050-11-01,0.5
21378,1050-51,4241202,FINAL,64.6,1050-12-15,0.5
21378,1050-51,4241204,MIDTERM,76.9,1051-03-15,0.5
21378,1050-51,4241204,FINAL,54.1,1051-05-15,0.5
21378,1050-51,4241201,MIDTERM,71.6,1050-11-01,0.5
21378,1050-51,4241201,FINAL,78.5,1050-12-15,0.5
21378,1050-51,4241203,MIDTERM,63.1,1051-03-15,0.5
21378,1050-51,4241203,FINAL,59.4,1051-05-15,0.5
21379,1050-51,4361501,MIDTERM,69.7,1050-11-01,0.5
21379,1050-51,4361501,FINAL,38.7,1050-12-15,0.5
21379,1050-51,4361402,MIDTERM,65.2,1050-11-01,0.5
21379,1050-51,4361402,FINAL,53.8,1050-12-15,0.5
21380,1050-51,452601,MIDTERM,67.6,1050-11-01,0.5
21380,1050-51,452601,FINAL,100.0,1050-12-15,0.5
21380,1050-51,452502,MIDTERM,61.4,1050-11-01,0.5
21380,1050-51,452502,FINAL,92.6,1050-12-15,0.5
21380,1050-51,452403,MIDTERM,82.3,1051-03-15,0.5
21380,1050-51,452403,FINAL,66.8,1051-05-15,0.5
21381,1050-51,4361401,MIDTERM,59.3,1050-11-01,0.5
21381,1050-51,4361401,FINAL,78.8,1050-12-15,0.5
21382,1050-51,452401,MIDTERM,40.5,1050-11-01,0.5
21382,1050-51,452401,FINAL,62.6,1050-12-15,0.5
21383,1050-51,441101,MIDTERM,54.7,1050-11-01,0.5
21383,1050-51,441101,FINAL,61.3,1050-12-15,0.5
21384,1050-51,435902,MIDTERM,62.9,1050-11-01,0.5
21384,1050-51,435902,FINAL,71.4,1050-12-15,0.5
21384,1050-51,4351001,MIDTERM,88.3,1050-11-01,0.5
21384,1050-51,4351001,FINAL,56.1,1050-12-15,0.5
21385,1050-51,4241202,MIDTERM,75.4,1050-11-01,0.5
21385,1050-51,4241202,FINAL,61.1,1050-12-15,0.5
21385,1050-51,4241204,MIDTERM,81.3,1051-03-15,0.5
21385,1050-51,4241204,FINAL,63.4,1051-05-15,0.5
21385,1050-51,4241201,MIDTERM,63.9,1050-11-01,0.5
21385,1050-51,4241201,FINAL,79.1,1050-12-15,0.5
21385,1050-51,4241203,MIDTERM,66.3,1051-03-15,0.5
21385,1050-51,4241203,FINAL,62.7,1051-05-15,0.5
21386,1050-51,4361501,MIDTERM,54.4,1050-11-01,0.5
21386,1050-51,4361501,FINAL,50.8,1050-12-15,0.5
21386,1050-51,4361402,MIDTERM,73.8,1050-11-01,0.5
21386,1050-51,4361402,FINAL,61.9,1050-12-15,0.5
21387,1050-51,422503,MIDTERM,53.1,1051-03-15,0.5
21387,1050-51,422503,FINAL,40.9,1051-05-15,0.5
21387,1050-51,422502,MIDTERM,45.6,1050-11-01,0.5
21387,1050-51,422502,FINAL,42.9,1050-12-15,0.5
21387,1050-51,422504,MIDTERM,55.4,1051-03-15,0.5
21387,1050-51,422504,FINAL,45.5,1051-05-15,0.5
21387,1050-51,422501,MIDTERM,27.7,1050-11-01,0.5
21387,1050-51,422501,FINAL,59.8,1050-12-15,0.5
21388,1050-51,4351103,MIDTERM,66.1,1051-03-15,0.5
21388,1050-51,4351103,FINAL,50.1,1051-05-15,0.5
21388,1050-51,4351301,MIDTERM,41.3,1050-11-01,0.5
21388,1050-51,4351301,FINAL,65.5,1050-12-15,0.5
21388,1050-51,4351004,MIDTERM,50.2,1051-03-15,0.5
21388,1050-51,4351004,FINAL,59.8,1051-05-15,0.5
21388,1050-51,4351202,MIDTERM,74.6,1050-11-01,0.5
21388,1050-51,4351202,FINAL,54.6,1050-12-15,0.5
21389,1050-51,453701,MIDTERM,63.1,1050-11-01,0.5
21389,1050-51,453701,FINAL,83.2,1050-12-15,0.5
21390,1050-51,453701,MIDTERM,71.1,1050-11-01,0.5
21390,1050-51,453701,FINAL,69.2,1050-12-15,0.5
21391,1050-51,4361401,MIDTERM,65.4,1050-11-01,0.5
21391,1050-51,4361401,FINAL,74.3,1050-12-15,0.5
21392,1050-51,4531001,MIDTERM,66.2,1050-11-01,0.5
21392,1050-51,4531001,FINAL,54.8,1050-12-15,0.5
21392,1050-51,453704,MIDTERM,62.9,1051-03-15,0.5
21392,1050-51,453704,FINAL,61.9,1051-05-15,0.5
21392,1050-51,453803,MIDTERM,54.2,1051-03-15,0.5
21392,1050-51,453803,FINAL,66.4,1051-05-15,0.5
21392,1050-51,453902,MIDTERM,70.4,1050-11-01,0.5
21392,1050-51,453902,FINAL,30.2,1050-12-15,0.5
21393,1050-51,453903,MIDTERM,80.5,1051-03-15,0.5
21393,1050-51,453903,FINAL,50.3,1051-05-15,0.5
21393,1050-51,4531101,MIDTERM,78.1,1050-11-01,0.5
21393,1050-51,4531101,FINAL,32.1,1050-12-15,0.5
21393,1050-51,453804,MIDTERM,60.4,1051-03-15,0.5
21393,1050-51,453804,FINAL,61.9,1051-05-15,0.5
21393,1050-51,4531002,MIDTERM,57.6,1050-11-01,0.5
21393,1050-51,4531002,FINAL,63.4,1050-12-15,0.5
21394,1050-51,434701,MIDTERM,43.5,1050-11-01,0.5
21394,1050-51,434701,FINAL,48.3,1050-12-15,0.5
21394,1050-51,434602,MIDTERM,47.2,1050-11-01,0.5
21394,1050-51,434602,FINAL,64.5,1050-12-15,0.5
21395,1050-51,453701,MIDTERM,58.0,1050-11-01,0.5
21395,1050-51,453701,FINAL,66.3,1050-12-15,0.5
21396,1050-51,4361501,MIDTERM,91.2,1050-11-01,0.5
21396,1050-51,4361501,FINAL,58.3,1050-12-15,0.5
21396,1050-51,4361402,MIDTERM,68.4,1050-11-01,0.5
21396,1050-51,4361402,FINAL,45.4,1050-12-15,0.5
21397,1050-51,434701,MIDTERM,70.1,1050-11-01,0.5
21397,1050-51,434701,FINAL,75.6,1050-12-15,0.5
21397,1050-51,434602,MIDTERM,86.2,1050-11-01,0.5
21397,1050-51,434602,FINAL,83.9,1050-12-15,0.5
21398,1050-51,435901,MIDTERM,77.5,1050-11-01,0.5
21398,1050-51,435901,FINAL,73.8,1050-12-15,0.5
21399,1050-51,4241202,MIDTERM,82.7,1050-11-01,0.5
21399,1050-51,4241202,FINAL,95.2,1050-12-15,0.5
21399,1050-51,4241204,MIDTERM,96.3,1051-03-15,0.5
21399,1050-51,4241204,FINAL,85.4,1051-05-15,0.5
21399,1050-51,4241201,MIDTERM,85.1,1050-11-01,0.5
21399,1050-51,4241201,FINAL,58.0,1050-12-15,0.5
21399,1050-51,4241203,MIDTERM,66.2,1051-03-15,0.5
21399,1050-51,4241203,FINAL,83.8,1051-05-15,0.5
21400,1050-51,422403,MIDTERM,84.3,1051-03-15,0.5
21400,1050-51,422403,FINAL,76.5,1051-05-15,0.5
21400,1050-51,422404,MIDTERM,69.1,1051-03-15,0.5
21400,1050-51,422404,FINAL,58.3,1051-05-15,0.5
21400,1050-51,422401,MIDTERM,48.0,1050-11-01,0.5
21400,1050-51,422401,FINAL,75.8,1050-12-15,0.5
21400,1050-51,422402,MIDTERM,56.9,1050-11-01,0.5
21400,1050-51,422402,FINAL,77.2,1050-12-15,0.5
21401,1050-51,433301,MIDTERM,70.4,1050-11-01,0.5
21401,1050-51,433301,FINAL,75.3,1050-12-15,0.5
21402,1050-51,442801,MIDTERM,48.0,1050-11-01,0.5
21402,1050-51,442801,FINAL,57.5,1050-12-15,0.5
21402,1050-51,442502,MIDTERM,55.4,1050-11-01,0.5
21402,1050-51,442502,FINAL,43.5,1050-12-15,0.5
21402,1050-51,442603,MIDTERM,57.5,1051-03-15,0.5
21402,1050-51,442603,FINAL,40.1,1051-05-15,0.5
21402,1050-51,442504,MIDTERM,57.8,1051-03-15,0.5
21402,1050-51,442504,FINAL,67.9,1051-05-15,0.5
21403,1050-51,442402,MIDTERM,49.4,1050-11-01,0.5
21403,1050-51,442402,FINAL,68.1,1050-12-15,0.5
21403,1050-51,442501,MIDTERM,68.4,1050-11-01,0.5
21403,1050-51,442501,FINAL,57.7,1050-12-15,0.5
21404,1050-51,423701,MIDTERM,50.0,1050-11-01,0.5
21404,1050-51,423701,FINAL,47.5,1050-12-15,0.5
21404,1050-51,423703,MIDTERM,49.5,1051-03-15,0.5
21404,1050-51,423703,FINAL,60.1,1051-05-15,0.5
21404,1050-51,423702,MIDTERM,54.2,1050-11-01,0.5
21404,1050-51,423702,FINAL,26.7,1050-12-15,0.5
21404,1050-51,423704,MIDTERM,40.1,1051-03-15,0.5
21404,1050-51,423704,FINAL,41.3,1051-05-15,0.5
21405,1050-51,442402,MIDTERM,42.8,1050-11-01,0.5
21405,1050-51,442402,FINAL,55.5,1050-12-15,0.5
21405,1050-51,442501,MIDTERM,68.1,1050-11-01,0.5
21405,1050-51,442501,FINAL,97.0,1050-12-15,0.5
21406,1050-51,442404,MIDTERM,72.8,1051-03-15,0.5
21406,1050-51,442404,FINAL,53.9,1051-05-15,0.5
21406,1050-51,442701,MIDTERM,59.9,1050-11-01,0.5
21406,1050-51,442701,FINAL,58.0,1050-12-15,0.5
21406,1050-51,442602,MIDTERM,60.7,1050-11-01,0.5
21406,1050-51,442602,FINAL,71.0,1050-12-15,0.5
21406,1050-51,442503,MIDTERM,57.4,1051-03-15,0.5
21406,1050-51,442503,FINAL,42.0,1051-05-15,0.5
21407,1050-51,433301,MIDTERM,53.6,1050-11-01,0.5
21407,1050-51,433301,FINAL,87.3,1050-12-15,0.5
21408,1050-51,452401,MIDTERM,67.5,1050-11-01,0.5
21408,1050-51,452401,FINAL,51.2,1050-12-15,0.5
21409,1050-51,4241202,MIDTERM,73.5,1050-11-01,0.5
21409,1050-51,4241202,FINAL,82.1,1050-12-15,0.5
21409,1050-51,4241204,MIDTERM,55.9,1051-03-15,0.5
21409,1050-51,4241204,FINAL,52.8,1051-05-15,0.5
21409,1050-51,4241201,MIDTERM,72.6,1050-11-01,0.5
21409,1050-51,4241201,FINAL,72.7,1050-12-15,0.5
21409,1050-51,4241203,MIDTERM,55.2,1051-03-15,0.5
21409,1050-51,4241203,FINAL,56.1,1051-05-15,0.5
21410,1050-51,453901,MIDTERM,47.6,1050-11-01,0.5
21410,1050-51,453901,FINAL,66.7,1050-12-15,0.5
21410,1050-51,453703,MIDTERM,48.4,1051-03-15,0.5
21410,1050-51,453703,FINAL,55.3,1051-05-15,0.5
21410,1050-51,453802,MIDTERM,68.0,1050-11-01,0.5
21410,1050-51,453802,FINAL,63.3,1050-12-15,0.5
21411,1050-51,422604,MIDTERM,76.6,1051-03-15,0.5
21411,1050-51,422604,FINAL,75.2,1051-05-15,0.5
21411,1050-51,422603,MIDTERM,28.1,1051-03-15,0.5
21411,1050-51,422603,FINAL,83.9,1051-05-15,0.5
21411,1050-51,422602,MIDTERM,55.2,1050-11-01,0.5
21411,1050-51,422602,FINAL,85.2,1050-12-15,0.5
21411,1050-51,422601,MIDTERM,89.5,1050-11-01,0.5
21411,1050-51,422601,FINAL,71.8,1050-12-15,0.5
21412,1050-51,451202,MIDTERM,50.8,1050-11-01,0.5
21412,1050-51,451202,FINAL,61.9,1050-12-15,0.5
21412,1050-51,451301,MIDTERM,69.7,1050-11-01,0.5
21412,1050-51,451301,FINAL,57.1,1050-12-15,0.5
21413,1050-51,453701,MIDTERM,54.8,1050-11-01,0.5
21413,1050-51,453701,FINAL,65.6,1050-12-15,0.5
21414,1050-51,422503,MIDTERM,64.6,1051-03-15,0.5
21414,1050-51,422503,FINAL,78.8,1051-05-15,0.5
21414,1050-51,422502,MIDTERM,57.4,1050-11-01,0.5
21414,1050-51,422502,FINAL,65.8,1050-12-15,0.5
21414,1050-51,422504,MIDTERM,62.7,1051-03-15,0.5
21414,1050-51,422504,FINAL,85.9,1051-05-15,0.5
21414,1050-51,422501,MIDTERM,52.1,1050-11-01,0.5
21414,1050-51,422501,FINAL,48.4,1050-12-15,0.5
21415,1050-51,422503,MIDTERM,76.0,1051-03-15,0.5
21415,1050-51,422503,FINAL,75.4,1051-05-15,0.5
21415,1050-51,422502,MIDTERM,82.3,1050-11-01,0.5
21415,1050-51,422502,FINAL,29.6,1050-12-15,0.5
21415,1050-51,422504,MIDTERM,82.4,1051-03-15,0.5
21415,1050-51,422504,FINAL,58.7,1051-05-15,0.5
21415,1050-51,422501,MIDTERM,92.2,1050-11-01,0.5
21415,1050-51,422501,FINAL,78.8,1050-12-15,0.5
21416,1050-51,4351101,MIDTERM,52.9,1050-11-01,0.5
21416,1050-51,4351101,FINAL,53.0,1050-12-15,0.5
21416,1050-51,4351002,MIDTERM,75.6,1050-11-01,0.5
21416,1050-51,4351002,FINAL,55.7,1050-12-15,0.5
21416,1050-51,435903,MIDTERM,55.2,1051-03-15,0.5
21416,1050-51,435903,FINAL,69.5,1051-05-15,0.5
21417,1050-51,4421201,MIDTERM,46.3,1050-11-01,0.5
21417,1050-51,4421201,FINAL,72.4,1050-12-15,0.5
21417,1050-51,4421102,MIDTERM,74.7,1050-11-01,0.5
21417,1050-51,4421102,FINAL,50.4,1050-12-15,0.5
21417,1050-51,4421003,MIDTERM,52.8,1051-03-15,0.5
21417,1050-51,4421003,FINAL,56.6,1051-05-15,0.5
21417,1050-51,442904,MIDTERM,47.8,1051-03-15,0.5
21417,1050-51,442904,FINAL,68.8,1051-05-15,0.5
21418,1050-51,411103,MIDTERM,69.1,1051-03-15,0.5
21418,1050-51,411103,FINAL,55.5,1051-05-15,0.5
21418,1050-51,411201,MIDTERM,46.4,1050-11-01,0.5
21418,1050-51,411201,FINAL,50.5,1050-12-15,0.5
21418,1050-51,411202,MIDTERM,61.2,1051-03-15,0.5
21418,1050-51,411202,FINAL,56.6,1051-05-15,0.5
21418,1050-51,411203,MIDTERM,30.5,1050-11-01,0.5
21418,1050-51,411203,FINAL,48.1,1050-12-15,0.5
21419,1050-51,452601,MIDTERM,37.0,1050-11-01,0.5
21419,1050-51,452601,FINAL,36.4,1050-12-15,0.5
21419,1050-51,452502,MIDTERM,49.5,1050-11-01,0.5
21419,1050-51,452502,FINAL,69.3,1050-12-15,0.5
21419,1050-51,452403,MIDTERM,49.3,1051-03-15,0.5
21419,1050-51,452403,FINAL,56.1,1051-05-15,0.5
21420,1050-51,442604,MIDTERM,51.3,1051-03-15,0.5
21420,1050-51,442604,FINAL,52.0,1051-05-15,0.5
21420,1050-51,442702,MIDTERM,43.4,1051-03-15,0.5
21420,1050-51,442702,FINAL,72.5,1051-05-15,0.5
21420,1050-51,442901,MIDTERM,80.0,1050-11-01,0.5
21420,1050-51,442901,FINAL,68.9,1050-12-15,0.5
21420,1050-51,4421001,MIDTERM,57.2,1050-11-01,0.5
21420,1050-51,4421001,FINAL,44.1,1050-12-15,0.5
21421,1050-51,452401,MIDTERM,39.4,1050-11-01,0.5
21421,1050-51,452401,FINAL,74.1,1050-12-15,0.5
21422,1050-51,423802,MIDTERM,38.9,1050-11-01,0.5
21422,1050-51,423802,FINAL,83.6,1050-12-15,0.5
21422,1050-51,423803,MIDTERM,96.3,1051-03-15,0.5
21422,1050-51,423803,FINAL,86.4,1051-05-15,0.5
21422,1050-51,423801,MIDTERM,76.5,1050-11-01,0.5
21422,1050-51,423801,FINAL,54.7,1050-12-15,0.5
21422,1050-51,423804,MIDTERM,83.4,1051-03-15,0.5
21422,1050-51,423804,FINAL,69.1,1051-05-15,0.5
21423,1050-51,411402,MIDTERM,42.1,1050-11-01,0.5
21423,1050-51,411402,FINAL,52.3,1050-12-15,0.5
21423,1050-51,411302,MIDTERM,69.6,1051-03-15,0.5
21423,1050-51,411302,FINAL,73.6,1051-05-15,0.5
21423,1050-51,411401,MIDTERM,62.4,1050-11-01,0.5
21423,1050-51,411401,FINAL,27.4,1050-12-15,0.5
21423,1050-51,411403,MIDTERM,65.2,1051-03-15,0.5
21423,1050-51,411403,FINAL,72.3,1051-05-15,0.5
21424,1050-51,4351102,MIDTERM,79.2,1050-11-01,0.5
21424,1050-51,4351102,FINAL,61.4,1050-12-15,0.5
21424,1050-51,435904,MIDTERM,67.9,1051-03-15,0.5
21424,1050-51,435904,FINAL,52.8,1051-05-15,0.5
21424,1050-51,4351003,MIDTERM,69.8,1051-03-15,0.5
21424,1050-51,4351003,FINAL,69.7,1051-05-15,0.5
21424,1050-51,4351201,MIDTERM,71.4,1050-11-01,0.5
21424,1050-51,4351201,FINAL,81.6,1050-12-15,0.5
21425,1050-51,421104,MIDTERM,71.7,1051-03-15,0.5
21425,1050-51,421104,FINAL,69.9,1051-05-15,0.5
21425,1050-51,421102,MIDTERM,72.7,1050-11-01,0.5
21425,1050-51,421102,FINAL,30.8,1050-12-15,0.5
21425,1050-51,421103,MIDTERM,55.1,1051-03-15,0.5
21425,1050-51,421103,FINAL,80.8,1051-05-15,0.5
21425,1050-51,421101,MIDTERM,74.2,1050-11-01,0.5
21425,1050-51,421101,FINAL,42.5,1050-12-15,0.5
21426,1050-51,431104,MIDTERM,61.5,1051-03-15,0.5
21426,1050-51,431104,FINAL,24.6,1051-05-15,0.5
21426,1050-51,431103,MIDTERM,62.2,1051-03-15,0.5
21426,1050-51,431103,FINAL,72.6,1051-05-15,0.5
21426,1050-51,431101,MIDTERM,76.3,1050-11-01,0.5
21426,1050-51,431101,FINAL,42.6,1050-12-15,0.5
21426,1050-51,431102,MIDTERM,72.6,1050-11-01,0.5
21426,1050-51,431102,FINAL,91.1,1050-12-15,0.5
21427,1050-51,441101,MIDTERM,48.9,1050-11-01,0.5
21427,1050-51,441101,FINAL,69.8,1050-12-15,0.5
21428,1050-51,442703,MIDTERM,50.7,1051-03-15,0.5
21428,1050-51,442703,FINAL,38.8,1051-05-15,0.5
21428,1050-51,442802,MIDTERM,53.7,1051-03-15,0.5
21428,1050-51,442802,FINAL,45.0,1051-05-15,0.5
21428,1050-51,442902,MIDTERM,49.0,1050-11-01,0.5
21428,1050-51,442902,FINAL,36.0,1050-12-15,0.5
21428,1050-51,4421001,MIDTERM,37.6,1050-11-01,0.5
21428,1050-51,4421001,FINAL,16.1,1050-12-15,0.5
21429,1050-51,434601,MIDTERM,79.7,1050-11-01,0.5
21429,1050-51,434601,FINAL,73.7,1050-12-15,0.5
21430,1050-51,4531001,MIDTERM,35.1,1050-11-01,0.5
21430,1050-51,4531001,FINAL,62.8,1050-12-15,0.5
21430,1050-51,453704,MIDTERM,87.6,1051-03-15,0.5
21430,1050-51,453704,FINAL,54.8,1051-05-15,0.5
21430,1050-51,453803,MIDTERM,48.9,1051-03-15,0.5
21430,1050-51,453803,FINAL,65.3,1051-05-15,0.5
21430,1050-51,453902,MIDTERM,64.1,1050-11-01,0.5
21430,1050-51,453902,FINAL,72.0,1050-12-15,0.5
21431,1050-51,442801,MIDTERM,39.2,1050-11-01,0.5
21431,1050-51,442801,FINAL,53.5,1050-12-15,0.5
21431,1050-51,442502,MIDTERM,90.9,1050-11-01,0.5
21431,1050-51,442502,FINAL,68.3,1050-12-15,0.5
21431,1050-51,442603,MIDTERM,34.3,1051-03-15,0.5
21431,1050-51,442603,FINAL,70.9,1051-05-15,0.5
21431,1050-51,442504,MIDTERM,69.7,1051-03-15,0.5
21431,1050-51,442504,FINAL,66.1,1051-05-15,0.5
21432,1050-51,434701,MIDTERM,69.5,1050-11-01,0.5
21432,1050-51,434701,FINAL,100.0,1050-12-15,0.5
21432,1050-51,434602,MIDTERM,49.4,1050-11-01,0.5
21432,1050-51,434602,FINAL,64.2,1050-12-15,0.5
21433,1050-51,442402,MIDTERM,70.2,1050-11-01,0.5
21433,1050-51,442402,FINAL,82.4,1050-12-15,0.5
21433,1050-51,442501,MIDTERM,80.1,1050-11-01,0.5
21433,1050-51,442501,FINAL,83.2,1050-12-15,0.5
21434,1050-51,435902,MIDTERM,78.2,1050-11-01,0.5
21434,1050-51,435902,FINAL,75.0,1050-12-15,0.5
21434,1050-51,4351001,MIDTERM,77.9,1050-11-01,0.5
21434,1050-51,4351001,FINAL,78.1,1050-12-15,0.5
21435,1050-51,434701,MIDTERM,76.7,1050-11-01,0.5
21435,1050-51,434701,FINAL,76.5,1050-12-15,0.5
21435,1050-51,434602,MIDTERM,95.3,1050-11-01,0.5
21435,1050-51,434602,FINAL,94.6,1050-12-15,0.5
21436,1050-51,4361501,MIDTERM,74.0,1050-11-01,0.5
21436,1050-51,4361501,FINAL,37.4,1050-12-15,0.5
21436,1050-51,4361402,MIDTERM,70.0,1050-11-01,0.5
21436,1050-51,4361402,FINAL,60.5,1050-12-15,0.5
21437,1050-51,4361401,MIDTERM,57.4,1050-11-01,0.5
21437,1050-51,4361401,FINAL,47.9,1050-12-15,0.5
21438,1050-51,433303,MIDTERM,53.3,1051-03-15,0.5
21438,1050-51,433303,FINAL,62.2,1051-05-15,0.5
21438,1050-51,433501,MIDTERM,61.9,1050-11-01,0.5
21438,1050-51,433501,FINAL,49.4,1050-12-15,0.5
21439,1050-51,442703,MIDTERM,60.4,1051-03-15,0.5
21439,1050-51,442703,FINAL,54.2,1051-05-15,0.5
21439,1050-51,442802,MIDTERM,58.1,1051-03-15,0.5
21439,1050-51,442802,FINAL,76.8,1051-05-15,0.5
21439,1050-51,442902,MIDTERM,56.6,1050-11-01,0.5
21439,1050-51,442902,FINAL,50.0,1050-12-15,0.5
21439,1050-51,4421001,MIDTERM,59.0,1050-11-01,0.5
21439,1050-51,4421001,FINAL,53.5,1050-12-15,0.5
21440,1050-51,452601,MIDTERM,53.3,1050-11-01,0.5
21440,1050-51,452601,FINAL,75.9,1050-12-15,0.5
21440,1050-51,452502,MIDTERM,66.8,1050-11-01,0.5
21440,1050-51,452502,FINAL,100.0,1050-12-15,0.5
21440,1050-51,452403,MIDTERM,51.0,1051-03-15,0.5
21440,1050-51,452403,FINAL,57.3,1051-05-15,0.5
21441,1050-51,422201,MIDTERM,90.2,1050-11-01,0.5
21441,1050-51,422201,FINAL,66.6,1050-12-15,0.5
21441,1050-51,422204,MIDTERM,59.0,1051-03-15,0.5
21441,1050-51,422204,FINAL,69.1,1051-05-15,0.5
21441,1050-51,422202,MIDTERM,70.9,1050-11-01,0.5
21441,1050-51,422202,FINAL,100.0,1050-12-15,0.5
21441,1050-51,422203,MIDTERM,97.8,1051-03-15,0.5
21441,1050-51,422203,FINAL,52.0,1051-05-15,0.5
21442,1050-51,4421201,MIDTERM,36.2,1050-11-01,0.5
21442,1050-51,4421201,FINAL,73.3,1050-12-15,0.5
