student_id,academic_year_graduated,survey_responded,outcome_type,professional_level,employment_sector,salary_band,time_to_outcome_months,outcome_recorded_at
6316,1050-51,True,further_study,,further_study,,3.0,1052-08-01
6355,1050-51,True,employed,non_professional,design_and_media,2.0,4.0,1052-08-01
6372,1050-51,True,unemployed,,,,20.0,1052-08-01
6416,1050-51,True,unemployed,,,,15.0,1052-08-01
6443,1050-51,False,,,,,,1052-08-01
6479,1050-51,True,employed,non_professional,design_and_media,3.0,5.0,1052-08-01
651,1050-51,True,further_study,,further_study,,3.0,1052-08-01
6567,1050-51,True,employed,non_professional,hospitality_and_tourism,2.0,2.0,1052-08-01
6602,1050-51,False,,,,,,1052-08-01
6619,1050-51,False,,,,,,1052-08-01
6630,1050-51,True,employed,professional,architecture_and_built_environment,4.0,2.0,1052-08-01
6658,1050-51,True,employed,professional,management_consulting,2.0,4.0,1052-08-01
6663,1050-51,True,further_study,,further_study,,2.0,1052-08-01
6691,1050-51,True,employed,professional,craft_and_making,4.0,3.0,1052-08-01
6696,1050-51,True,employed,non_professional,creative_industries,2.0,5.0,1052-08-01
6723,1050-51,True,employed,professional,craft_and_making,2.0,3.0,1052-08-01
6734,1050-51,True,employed,non_professional,design_and_media,1.0,5.0,1052-08-01
679,1050-51,True,further_study,,further_study,,1.0,1052-08-01
6845,1050-51,True,employed,non_professional,public_health,1.0,9.0,1052-08-01
6877,1050-51,True,employed,non_professional,design_and_media,2.0,6.0,1052-08-01
6918,1050-51,True,employed,non_professional,design_and_media,2.0,7.0,1052-08-01
6921,1050-51,True,employed,professional,creative_industries,3.0,8.0,1052-08-01
6932,1050-51,False,,,,,,1052-08-01
6944,1050-51,True,employed,professional,finance_and_banking,4.0,2.0,1052-08-01
6970,1050-51,True,further_study,,further_study,,4.0,1052-08-01
7052,1050-51,False,,,,,,1052-08-01
7063,1050-51,False,,,,,,1052-08-01
7067,1050-51,True,further_study,,further_study,,5.0,1052-08-01
7076,1050-51,True,employed,non_professional,design_and_media,2.0,9.0,1052-08-01
7082,1050-51,True,employed,professional,research_and_academia,3.0,3.0,1052-08-01
7094,1050-51,True,employed,non_professional,architecture_and_built_environment,2.0,4.0,1052-08-01
7121,1050-51,True,further_study,,further_study,,3.0,1052-08-01
7177,1050-51,True,employed,non_professional,craft_and_making,2.0,8.0,1052-08-01
7254,1050-51,True,further_study,,further_study,,4.0,1052-08-01
7307,1050-51,True,employed,non_professional,management_consulting,2.0,4.0,1052-08-01
7313,1050-51,True,further_study,,further_study,,5.0,1052-08-01
7323,1050-51,True,employed,non_professional,creative_industries,1.0,4.0,1052-08-01
7380,1050-51,False,,,,,,1052-08-01
7406,1050-51,True,further_study,,further_study,,5.0,1052-08-01
7454,1050-51,True,further_study,,further_study,,3.0,1052-08-01
7464,1050-51,True,employed,professional,finance_and_banking,1.0,0.0,1052-08-01
7558,1050-51,False,,,,,,1052-08-01
7568,1050-51,True,employed,non_professional,legal_services,3.0,2.0,1052-08-01
7604,1050-51,False,,,,,,1052-08-01
7635,1050-51,True,further_study,,further_study,,1.0,1052-08-01
7670,1050-51,True,unknown,,,,16.0,1052-08-01
7726,1050-51,True,employed,non_professional,craft_and_making,2.0,1.0,1052-08-01
7733,1050-51,True,employed,professional,human_resources,3.0,1.0,1052-08-01
7786,1050-51,False,,,,,,1052-08-01
7793,1050-51,True,unemployed,,,,10.0,1052-08-01
7794,1050-51,False,,,,,,1052-08-01
7812,1050-51,True,employed,professional,craft_and_making,2.0,9.0,1052-08-01
7820,1050-51,False,,,,,,1052-08-01
7827,1050-51,True,further_study,,further_study,,2.0,1052-08-01
7833,1050-51,True,employed,non_professional,education,1.0,8.0,1052-08-01
7883,1050-51,False,,,,,,1052-08-01
7889,1050-51,True,further_study,,further_study,,4.0,1052-08-01
7917,1050-51,True,unemployed,,,,18.0,1052-08-01
7927,1050-51,False,,,,,,1052-08-01
7930,1050-51,True,unemployed,,,,17.0,1052-08-01
7933,1050-51,False,,,,,,1052-08-01
7978,1050-51,True,employed,professional,creative_industries,3.0,6.0,1052-08-01
7996,1050-51,False,,,,,,1052-08-01
8003,1050-51,True,further_study,,further_study,,0.0,1052-08-01
8014,1050-51,True,employed,professional,legal_services,3.0,10.0,1052-08-01
8054,1050-51,True,employed,non_professional,design_and_media,1.0,1.0,1052-08-01
8151,1050-51,True,employed,non_professional,hospitality_and_tourism,1.0,4.0,1052-08-01
8189,1050-51,False,,,,,,1052-08-01
8210,1050-51,True,employed,professional,design_and_media,3.0,5.0,1052-08-01
8215,1050-51,True,further_study,,further_study,,4.0,1052-08-01
8307,1050-51,True,further_study,,further_study,,3.0,1052-08-01
8329,1050-51,True,employed,non_professional,creative_industries,1.0,2.0,1052-08-01
8354,1050-51,False,,,,,,1052-08-01
836,1050-51,False,,,,,,1052-08-01
8361,1050-51,True,employed,professional,architecture_and_built_environment,3.0,2.0,1052-08-01
8474,1050-51,True,further_study,,further_study,,1.0,1052-08-01
8486,1050-51,True,employed,professional,creative_industries,2.0,7.0,1052-08-01
8502,1050-51,True,employed,non_professional,education,2.0,8.0,1052-08-01
8513,1050-51,False,,,,,,1052-08-01
8537,1050-51,False,,,,,,1052-08-01
8547,1050-51,True,further_study,,further_study,,5.0,1052-08-01
8567,1050-51,True,further_study,,further_study,,4.0,1052-08-01
8575,1050-51,True,employed,professional,management_consulting,4.0,7.0,1052-08-01
8652,1050-51,True,employed,professional,legal_services,2.0,10.0,1052-08-01
8705,1050-51,True,employed,non_professional,human_resources,2.0,2.0,1052-08-01
8708,1050-51,True,employed,non_professional,legal_services,3.0,8.0,1052-08-01
8713,1050-51,True,unemployed,,,,15.0,1052-08-01
8733,1050-51,True,employed,non_professional,human_resources,2.0,7.0,1052-08-01
8734,1050-51,True,unknown,,,,4.0,1052-08-01
8743,1050-51,True,employed,non_professional,hospitality_and_tourism,1.0,4.0,1052-08-01
8756,1050-51,True,further_study,,further_study,,3.0,1052-08-01
8785,1050-51,False,,,,,,1052-08-01
8816,1050-51,True,employed,non_professional,architecture_and_built_environment,1.0,2.0,1052-08-01
8821,1050-51,False,,,,,,1052-08-01
8874,1050-51,True,further_study,,further_study,,3.0,1052-08-01
8882,1050-51,False,,,,,,1052-08-01
8903,1050-51,False,,,,,,1052-08-01
8907,1050-51,False,,,,,,1052-08-01
8936,1050-51,True,further_study,,further_study,,2.0,1052-08-01
8981,1050-51,True,further_study,,further_study,,3.0,1052-08-01
9024,1050-51,True,employed,non_professional,management_consulting,1.0,5.0,1052-08-01
9025,1050-51,True,employed,non_professional,design_and_media,3.0,3.0,1052-08-01
9033,1050-51,True,employed,non_professional,craft_and_making,3.0,6.0,1052-08-01
9050,1050-51,True,employed,professional,management_consulting,3.0,10.0,1052-08-01
9063,1050-51,False,,,,,,1052-08-01
9071,1050-51,True,further_study,,further_study,,3.0,1052-08-01
9075,1050-51,True,further_study,,further_study,,1.0,1052-08-01
9079,1050-51,False,,,,,,1052-08-01
9103,1050-51,False,,,,,,1052-08-01
923,1050-51,True,further_study,,further_study,,3.0,1052-08-01
9237,1050-51,True,employed,non_professional,management_consulting,2.0,4.0,1052-08-01
9260,1050-51,True,unknown,,,,6.0,1052-08-01
9267,1050-51,True,further_study,,further_study,,3.0,1052-08-01
9274,1050-51,True,employed,non_professional,craft_and_making,3.0,9.0,1052-08-01
9276,1050-51,True,employed,non_professional,craft_and_making,3.0,2.0,1052-08-01
9277,1050-51,True,employed,non_professional,architecture_and_built_environment,2.0,1.0,1052-08-01
9303,1050-51,True,further_study,,further_study,,2.0,1052-08-01
9367,1050-51,True,further_study,,further_study,,2.0,1052-08-01
9372,1050-51,True,employed,professional,architecture_and_built_environment,3.0,4.0,1052-08-01
9386,1050-51,True,employed,professional,design_and_media,3.0,2.0,1052-08-01
9390,1050-51,True,employed,professional,heritage_and_curation,4.0,2.0,1052-08-01
9434,1050-51,True,employed,professional,craft_and_making,3.0,8.0,1052-08-01
9462,1050-51,False,,,,,,1052-08-01
9521,1050-51,False,,,,,,1052-08-01
9531,1050-51,True,further_study,,further_study,,1.0,1052-08-01
9540,1050-51,True,employed,non_professional,heritage_and_curation,2.0,4.0,1052-08-01
9617,1050-51,True,further_study,,further_study,,3.0,1052-08-01
9618,1050-51,False,,,,,,1052-08-01
9629,1050-51,False,,,,,,1052-08-01
9689,1050-51,False,,,,,,1052-08-01
9753,1050-51,True,employed,professional,heritage_and_curation,3.0,2.0,1052-08-01
9757,1050-51,False,,,,,,1052-08-01
9758,1050-51,True,employed,non_professional,creative_industries,1.0,7.0,1052-08-01
9766,1050-51,True,employed,professional,heritage_and_curation,2.0,2.0,1052-08-01
9779,1050-51,False,,,,,,1052-08-01
9901,1050-51,False,,,,,,1052-08-01
9915,1050-51,True,unemployed,,,,11.0,1052-08-01
9924,1050-51,False,,,,,,1052-08-01
10036,1051-52,True,further_study,,further_study,,3.0,1053-08-01
10049,1051-52,False,,,,,,1053-08-01
10109,1051-52,True,employed,non_professional,creative_industries,2.0,4.0,1053-08-01
10119,1051-52,False,,,,,,1053-08-01
10120,1051-52,True,employed,non_professional,heritage_and_curation,3.0,7.0,1053-08-01
10131,1051-52,True,further_study,,further_study,,3.0,1053-08-01
10142,1051-52,True,employed,non_professional,creative_industries,2.0,1.0,1053-08-01
10166,1051-52,False,,,,,,1053-08-01
10205,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10229,1051-52,False,,,,,,1053-08-01
10263,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10284,1051-52,False,,,,,,1053-08-01
10299,1051-52,False,,,,,,1053-08-01
10335,1051-52,False,,,,,,1053-08-01
10358,1051-52,False,,,,,,1053-08-01
10359,1051-52,True,employed,professional,management_consulting,4.0,2.0,1053-08-01
10361,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10375,1051-52,False,,,,,,1053-08-01
10408,1051-52,True,employed,professional,creative_industries,3.0,5.0,1053-08-01
10437,1051-52,False,,,,,,1053-08-01
10447,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10499,1051-52,True,employed,professional,management_consulting,3.0,7.0,1053-08-01
10500,1051-52,False,,,,,,1053-08-01
10530,1051-52,True,employed,professional,human_resources,3.0,3.0,1053-08-01
1056,1051-52,True,employed,non_professional,hospitality_and_tourism,1.0,6.0,1053-08-01
10562,1051-52,True,further_study,,further_study,,5.0,1053-08-01
10589,1051-52,True,unknown,,,,10.0,1053-08-01
10599,1051-52,True,employed,non_professional,creative_industries,3.0,3.0,1053-08-01
10650,1051-52,False,,,,,,1053-08-01
10684,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10688,1051-52,True,employed,non_professional,design_and_media,1.0,6.0,1053-08-01
10734,1051-52,True,further_study,,further_study,,2.0,1053-08-01
10770,1051-52,True,employed,professional,architecture_and_built_environment,2.0,5.0,1053-08-01
10832,1051-52,True,further_study,,further_study,,4.0,1053-08-01
10889,1051-52,True,employed,professional,hospitality_and_tourism,3.0,6.0,1053-08-01
10892,1051-52,True,employed,non_professional,healthcare_and_nhs,2.0,5.0,1053-08-01
10894,1051-52,False,,,,,,1053-08-01
10939,1051-52,True,employed,professional,human_resources,3.0,8.0,1053-08-01
10973,1051-52,False,,,,,,1053-08-01
11041,1051-52,True,further_study,,further_study,,2.0,1053-08-01
11105,1051-52,True,employed,professional,management_consulting,3.0,4.0,1053-08-01
11137,1051-52,True,employed,non_professional,education,1.0,2.0,1053-08-01
11172,1051-52,True,unemployed,,,,22.0,1053-08-01
11204,1051-52,True,employed,non_professional,heritage_and_curation,1.0,8.0,1053-08-01
11208,1051-52,True,employed,professional,craft_and_making,2.0,4.0,1053-08-01
11235,1051-52,True,employed,non_professional,healthcare_and_nhs,2.0,4.0,1053-08-01
11251,1051-52,False,,,,,,1053-08-01
11267,1051-52,True,further_study,,further_study,,3.0,1053-08-01
11291,1051-52,True,further_study,,further_study,,2.0,1053-08-01
11312,1051-52,True,employed,non_professional,creative_industries,3.0,2.0,1053-08-01
11326,1051-52,True,employed,non_professional,heritage_and_curation,2.0,6.0,1053-08-01
11365,1051-52,True,employed,professional,finance_and_banking,4.0,4.0,1053-08-01
11390,1051-52,True,employed,non_professional,legal_services,3.0,4.0,1053-08-01
11431,1051-52,True,employed,professional,craft_and_making,4.0,6.0,1053-08-01
11451,1051-52,True,employed,professional,hospitality_and_tourism,3.0,3.0,1053-08-01
11469,1051-52,True,employed,non_professional,architecture_and_built_environment,2.0,2.0,1053-08-01
11481,1051-52,True,unemployed,,,,12.0,1053-08-01
11509,1051-52,True,employed,professional,management_consulting,4.0,6.0,1053-08-01
11555,1051-52,False,,,,,,1053-08-01
11603,1051-52,True,further_study,,further_study,,3.0,1053-08-01
11611,1051-52,True,unemployed,,,,18.0,1053-08-01
11642,1051-52,True,unknown,,,,11.0,1053-08-01
11670,1051-52,True,further_study,,further_study,,2.0,1053-08-01
11722,1051-52,True,further_study,,further_study,,1.0,1053-08-01
11724,1051-52,True,further_study,,further_study,,1.0,1053-08-01
11731,1051-52,True,further_study,,further_study,,2.0,1053-08-01
11746,1051-52,True,employed,professional,finance_and_banking,3.0,6.0,1053-08-01
11870,1051-52,False,,,,,,1053-08-01
11886,1051-52,True,further_study,,further_study,,4.0,1053-08-01
11933,1051-52,False,,,,,,1053-08-01
11941,1051-52,False,,,,,,1053-08-01
11992,1051-52,True,employed,professional,creative_industries,2.0,9.0,1053-08-01
12005,1051-52,True,unemployed,,,,16.0,1053-08-01
12064,1051-52,True,employed,professional,design_and_media,4.0,2.0,1053-08-01
12065,1051-52,True,employed,non_professional,creative_industries,1.0,1.0,1053-08-01
12129,1051-52,True,employed,non_professional,ngo_and_charity,2.0,4.0,1053-08-01
12162,1051-52,True,employed,professional,craft_and_making,3.0,3.0,1053-08-01
12169,1051-52,False,,,,,,1053-08-01
12201,1051-52,False,,,,,,1053-08-01
12209,1051-52,True,employed,non_professional,architecture_and_built_environment,2.0,6.0,1053-08-01
12235,1051-52,True,employed,non_professional,creative_industries,2.0,2.0,1053-08-01
12283,1051-52,False,,,,,,1053-08-01
12371,1051-52,True,employed,non_professional,creative_industries,1.0,1.0,1053-08-01
12379,1051-52,True,further_study,,further_study,,4.0,1053-08-01
12417,1051-52,True,employed,non_professional,design_and_media,1.0,10.0,1053-08-01
12427,1051-52,False,,,,,,1053-08-01
12451,1051-52,False,,,,,,1053-08-01
12496,1051-52,True,employed,non_professional,architecture_and_built_environment,2.0,4.0,1053-08-01
12507,1051-52,True,employed,professional,finance_and_banking,3.0,4.0,1053-08-01
12596,1051-52,False,,,,,,1053-08-01
12624,1051-52,True,employed,professional,heritage_and_curation,4.0,8.0,1053-08-01
12715,1051-52,True,employed,professional,legal_services,4.0,5.0,1053-08-01
12735,1051-52,True,employed,non_professional,design_and_media,2.0,1.0,1053-08-01
12765,1051-52,False,,,,,,1053-08-01
12767,1051-52,True,unknown,,,,1.0,1053-08-01
12786,1051-52,True,employed,non_professional,heritage_and_curation,3.0,8.0,1053-08-01
12798,1051-52,True,employed,professional,creative_industries,3.0,3.0,1053-08-01
12805,1051-52,True,further_study,,further_study,,3.0,1053-08-01
12806,1051-52,False,,,,,,1053-08-01
12826,1051-52,True,employed,non_professional,craft_and_making,3.0,3.0,1053-08-01
12885,1051-52,True,employed,non_professional,heritage_and_curation,3.0,2.0,1053-08-01
12887,1051-52,False,,,,,,1053-08-01
12951,1051-52,True,further_study,,further_study,,1.0,1053-08-01
12982,1051-52,False,,,,,,1053-08-01
13009,1051-52,True,further_study,,further_study,,3.0,1053-08-01
13083,1051-52,True,employed,professional,research_and_academia,5.0,4.0,1053-08-01
13096,1051-52,True,employed,professional,human_resources,3.0,2.0,1053-08-01
13145,1051-52,True,employed,non_professional,finance_and_banking,1.0,5.0,1053-08-01
13160,1051-52,True,further_study,,further_study,,1.0,1053-08-01
13167,1051-52,False,,,,,,1053-08-01
13209,1051-52,True,employed,non_professional,design_and_media,2.0,6.0,1053-08-01
13227,1051-52,False,,,,,,1053-08-01
1324,1051-52,True,employed,non_professional,creative_industries,2.0,3.0,1053-08-01
13255,1051-52,True,further_study,,further_study,,3.0,1053-08-01
13270,1051-52,True,unknown,,,,3.0,1053-08-01
13302,1051-52,True,employed,professional,creative_industries,4.0,3.0,1053-08-01
13353,1051-52,True,unknown,,,,7.0,1053-08-01
13390,1051-52,False,,,,,,1053-08-01
13401,1051-52,True,employed,non_professional,craft_and_making,2.0,4.0,1053-08-01
13402,1051-52,False,,,,,,1053-08-01
13414,1051-52,True,unemployed,,,,16.0,1053-08-01
13474,1051-52,True,employed,professional,craft_and_making,3.0,4.0,1053-08-01
13493,1051-52,True,employed,professional,design_and_media,3.0,2.0,1053-08-01
13496,1051-52,True,employed,professional,design_and_media,3.0,4.0,1053-08-01
13528,1051-52,False,,,,,,1053-08-01
13537,1051-52,True,unemployed,,,,13.0,1053-08-01
13544,1051-52,False,,,,,,1053-08-01
13593,1051-52,True,further_study,,further_study,,1.0,1053-08-01
13597,1051-52,True,employed,professional,architecture_and_built_environment,4.0,7.0,1053-08-01
1360,1051-52,True,employed,professional,heritage_and_curation,1.0,1.0,1053-08-01
13606,1051-52,True,employed,professional,finance_and_banking,4.0,10.0,1053-08-01
13609,1051-52,True,employed,professional,human_resources,2.0,3.0,1053-08-01
13618,1051-52,True,employed,non_professional,human_resources,1.0,5.0,1053-08-01
13635,1051-52,True,unemployed,,,,15.0,1053-08-01
13647,1051-52,False,,,,,,1053-08-01
13700,1051-52,True,employed,non_professional,design_and_media,1.0,5.0,1053-08-01
13743,1051-52,True,employed,non_professional,craft_and_making,2.0,2.0,1053-08-01
13774,1051-52,True,employed,non_professional,creative_industries,2.0,3.0,1053-08-01
13825,1051-52,False,,,,,,1053-08-01
13862,1051-52,True,employed,non_professional,craft_and_making,2.0,4.0,1053-08-01
13872,1051-52,True,employed,non_professional,creative_industries,2.0,3.0,1053-08-01
13892,1051-52,True,employed,non_professional,heritage_and_curation,2.0,4.0,1053-08-01
13928,1051-52,False,,,,,,1053-08-01
14038,1051-52,True,employed,non_professional,hospitality_and_tourism,3.0,5.0,1053-08-01
14042,1051-52,True,employed,non_professional,architecture_and_built_environment,3.0,3.0,1053-08-01
14044,1051-52,True,employed,professional,research_and_academia,2.0,7.0,1053-08-01
14059,1051-52,True,employed,professional,craft_and_making,4.0,2.0,1053-08-01
14060,1051-52,False,,,,,,1053-08-01
14070,1051-52,True,employed,non_professional,finance_and_banking,2.0,6.0,1053-08-01
14131,1051-52,True,further_study,,further_study,,4.0,1053-08-01
14139,1051-52,True,further_study,,further_study,,1.0,1053-08-01
14194,1051-52,False,,,,,,1053-08-01
14249,1051-52,True,unemployed,,,,16.0,1053-08-01
14273,1051-52,False,,,,,,1053-08-01
14291,1051-52,True,employed,professional,architecture_and_built_environment,5.0,1.0,1053-08-01
14314,1051-52,True,unknown,,,,14.0,1053-08-01
14323,1051-52,True,further_study,,further_study,,1.0,1053-08-01
14328,1051-52,False,,,,,,1053-08-01
14395,1051-52,False,,,,,,1053-08-01
14426,1051-52,True,employed,non_professional,craft_and_making,2.0,4.0,1053-08-01
14456,1051-52,True,further_study,,further_study,,1.0,1053-08-01
14468,1051-52,True,further_study,,further_study,,1.0,1053-08-01
14491,1051-52,True,employed,non_professional,design_and_media,1.0,1.0,1053-08-01
14514,1051-52,True,unemployed,,,,12.0,1053-08-01
14554,1051-52,True,employed,professional,human_resources,3.0,4.0,1053-08-01
14565,1051-52,True,employed,professional,heritage_and_curation,2.0,7.0,1053-08-01
14570,1051-52,True,employed,non_professional,creative_industries,3.0,1.0,1053-08-01
14587,1051-52,True,employed,non_professional,craft_and_making,3.0,4.0,1053-08-01
14605,1051-52,False,,,,,,1053-08-01
14609,1051-52,False,,,,,,1053-08-01
14614,1051-52,True,unemployed,,,,8.0,1053-08-01
14650,1051-52,True,employed,professional,craft_and_making,3.0,3.0,1053-08-01
14655,1051-52,False,,,,,,1053-08-01
14665,1051-52,True,employed,non_professional,craft_and_making,3.0,7.0,1053-08-01
14686,1051-52,False,,,,,,1053-08-01
14688,1051-52,False,,,,,,1053-08-01
14700,1051-52,True,employed,professional,design_and_media,3.0,9.0,1053-08-01
14726,1051-52,True,further_study,,further_study,,1.0,1053-08-01
14728,1051-52,True,further_study,,further_study,,2.0,1053-08-01
14743,1051-52,False,,,,,,1053-08-01
14826,1051-52,True,further_study,,further_study,,3.0,1053-08-01
14864,1051-52,True,employed,professional,heritage_and_curation,3.0,2.0,1053-08-01
14867,1051-52,True,employed,non_professional,research_and_academia,2.0,1.0,1053-08-01
14917,1051-52,True,employed,professional,craft_and_making,3.0,5.0,1053-08-01
14953,1051-52,False,,,,,,1053-08-01
14973,1051-52,True,employed,non_professional,creative_industries,1.0,4.0,1053-08-01
14988,1051-52,True,further_study,,further_study,,4.0,1053-08-01
15005,1051-52,True,employed,professional,hospitality_and_tourism,4.0,9.0,1053-08-01
15015,1051-52,True,employed,professional,human_resources,4.0,6.0,1053-08-01
15021,1051-52,True,employed,non_professional,public_health,1.0,4.0,1053-08-01
15026,1051-52,True,employed,professional,architecture_and_built_environment,2.0,0.0,1053-08-01
15028,1051-52,True,unknown,,,,8.0,1053-08-01
15029,1051-52,False,,,,,,1053-08-01
15046,1051-52,False,,,,,,1053-08-01
15048,1051-52,False,,,,,,1053-08-01
15052,1051-52,True,employed,professional,heritage_and_curation,4.0,4.0,1053-08-01
15053,1051-52,True,unemployed,,,,14.0,1053-08-01
15054,1051-52,True,employed,professional,legal_services,2.0,4.0,1053-08-01
15056,1051-52,True,employed,non_professional,heritage_and_curation,3.0,7.0,1053-08-01
15057,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15059,1051-52,True,unemployed,,,,11.0,1053-08-01
15061,1051-52,True,employed,non_professional,human_resources,3.0,9.0,1053-08-01
15074,1051-52,False,,,,,,1053-08-01
15077,1051-52,False,,,,,,1053-08-01
15078,1051-52,True,employed,professional,finance_and_banking,5.0,5.0,1053-08-01
15080,1051-52,True,employed,non_professional,hospitality_and_tourism,2.0,10.0,1053-08-01
15083,1051-52,True,unemployed,,,,13.0,1053-08-01
15086,1051-52,True,further_study,,further_study,,5.0,1053-08-01
15088,1051-52,True,employed,professional,heritage_and_curation,5.0,3.0,1053-08-01
15089,1051-52,False,,,,,,1053-08-01
15090,1051-52,False,,,,,,1053-08-01
15091,1051-52,True,further_study,,further_study,,5.0,1053-08-01
15100,1051-52,False,,,,,,1053-08-01
15105,1051-52,True,unknown,,,,9.0,1053-08-01
15107,1051-52,True,employed,professional,craft_and_making,3.0,4.0,1053-08-01
15109,1051-52,False,,,,,,1053-08-01
15112,1051-52,False,,,,,,1053-08-01
15114,1051-52,False,,,,,,1053-08-01
15115,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15123,1051-52,True,further_study,,further_study,,1.0,1053-08-01
15124,1051-52,True,employed,professional,creative_industries,4.0,7.0,1053-08-01
15126,1051-52,False,,,,,,1053-08-01
15127,1051-52,False,,,,,,1053-08-01
15131,1051-52,True,further_study,,further_study,,5.0,1053-08-01
15133,1051-52,True,employed,professional,creative_industries,3.0,2.0,1053-08-01
15140,1051-52,True,unknown,,,,14.0,1053-08-01
15141,1051-52,False,,,,,,1053-08-01
15144,1051-52,True,employed,professional,healthcare_and_nhs,5.0,10.0,1053-08-01
15153,1051-52,True,employed,non_professional,creative_industries,4.0,8.0,1053-08-01
15154,1051-52,True,employed,professional,research_and_academia,5.0,3.0,1053-08-01
15158,1051-52,False,,,,,,1053-08-01
15165,1051-52,True,employed,professional,public_sector_and_civil_service,2.0,1.0,1053-08-01
15167,1051-52,True,employed,non_professional,design_and_media,2.0,6.0,1053-08-01
15172,1051-52,False,,,,,,1053-08-01
15173,1051-52,True,employed,professional,craft_and_making,4.0,1.0,1053-08-01
15175,1051-52,True,further_study,,further_study,,1.0,1053-08-01
15178,1051-52,False,,,,,,1053-08-01
15180,1051-52,True,unemployed,,,,14.0,1053-08-01
15182,1051-52,True,further_study,,further_study,,3.0,1053-08-01
15184,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15206,1051-52,True,unemployed,,,,14.0,1053-08-01
15214,1051-52,True,employed,non_professional,hospitality_and_tourism,4.0,3.0,1053-08-01
15215,1051-52,True,further_study,,further_study,,5.0,1053-08-01
15216,1051-52,True,employed,professional,heritage_and_curation,2.0,9.0,1053-08-01
15218,1051-52,True,employed,non_professional,public_health,2.0,3.0,1053-08-01
15236,1051-52,True,employed,non_professional,finance_and_banking,3.0,0.0,1053-08-01
15241,1051-52,False,,,,,,1053-08-01
15244,1051-52,True,employed,non_professional,heritage_and_curation,2.0,5.0,1053-08-01
15246,1051-52,True,unemployed,,,,10.0,1053-08-01
15248,1051-52,True,employed,non_professional,public_sector_and_civil_service,2.0,7.0,1053-08-01
15254,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15255,1051-52,False,,,,,,1053-08-01
15256,1051-52,True,employed,professional,human_resources,3.0,8.0,1053-08-01
15259,1051-52,True,employed,professional,craft_and_making,4.0,4.0,1053-08-01
15266,1051-52,True,employed,non_professional,creative_industries,3.0,6.0,1053-08-01
15269,1051-52,True,unemployed,,,,16.0,1053-08-01
15273,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15289,1051-52,False,,,,,,1053-08-01
15295,1051-52,False,,,,,,1053-08-01
15296,1051-52,True,employed,professional,architecture_and_built_environment,5.0,4.0,1053-08-01
15297,1051-52,False,,,,,,1053-08-01
15300,1051-52,True,employed,non_professional,creative_industries,4.0,7.0,1053-08-01
15302,1051-52,False,,,,,,1053-08-01
15306,1051-52,True,employed,non_professional,architecture_and_built_environment,2.0,2.0,1053-08-01
15311,1051-52,True,employed,professional,human_resources,3.0,4.0,1053-08-01
15315,1051-52,True,employed,professional,public_health,3.0,6.0,1053-08-01
15334,1051-52,True,employed,non_professional,heritage_and_curation,3.0,1.0,1053-08-01
15337,1051-52,False,,,,,,1053-08-01
15339,1051-52,True,employed,professional,creative_industries,5.0,5.0,1053-08-01
15347,1051-52,True,employed,professional,finance_and_banking,4.0,2.0,1053-08-01
15348,1051-52,True,employed,non_professional,architecture_and_built_environment,4.0,5.0,1053-08-01
15349,1051-52,False,,,,,,1053-08-01
15350,1051-52,False,,,,,,1053-08-01
15364,1051-52,False,,,,,,1053-08-01
15366,1051-52,True,unemployed,,,,17.0,1053-08-01
15367,1051-52,True,employed,professional,heritage_and_curation,5.0,9.0,1053-08-01
15381,1051-52,True,further_study,,further_study,,1.0,1053-08-01
15382,1051-52,False,,,,,,1053-08-01
15386,1051-52,True,employed,professional,hospitality_and_tourism,3.0,4.0,1053-08-01
15391,1051-52,True,employed,professional,education,4.0,5.0,1053-08-01
15392,1051-52,True,unknown,,,,14.0,1053-08-01
15393,1051-52,True,employed,non_professional,creative_industries,3.0,6.0,1053-08-01
15397,1051-52,False,,,,,,1053-08-01
15401,1051-52,True,further_study,,further_study,,1.0,1053-08-01
15408,1051-52,True,employed,professional,management_consulting,2.0,8.0,1053-08-01
15410,1051-52,False,,,,,,1053-08-01
15414,1051-52,True,employed,professional,craft_and_making,5.0,9.0,1053-08-01
15423,1051-52,False,,,,,,1053-08-01
15426,1051-52,True,employed,professional,craft_and_making,3.0,7.0,1053-08-01
15446,1051-52,False,,,,,,1053-08-01
15451,1051-52,True,further_study,,further_study,,2.0,1053-08-01
15452,1051-52,True,employed,non_professional,creative_industries,2.0,2.0,1053-08-01
15456,1051-52,True,employed,professional,craft_and_making,4.0,6.0,1053-08-01
15459,1051-52,True,employed,professional,heritage_and_curation,4.0,5.0,1053-08-01
15463,1051-52,True,employed,professional,management_consulting,3.0,1.0,1053-08-01
15476,1051-52,True,unemployed,,,,20.0,1053-08-01
15478,1051-52,True,employed,professional,design_and_media,5.0,3.0,1053-08-01
