module_code,module_title,programme_code,programme_name,year,level,semester,final_project,assessment_type,difficulty_level,mark_modifier,social_requirements,creativity_requirements,practical_theoretical_balance,group_work_intensity,independent_study_requirement,stress_level
5361403,Personality & Individual Differences,3_6_20,Psychology,2,5,2,,Multi-choice exam,0.56,0.9778,0.7,0.67,0.43,0.78,0.54,0.6
5361404,Psychological Research Methods,3_6_21,Psychology,2,5,2,,Presentation,0.59,0.9667,0.78,0.76,0.42,0.68,0.43,0.54
5361503,Identity & Diversity,3_6_21,Sociology,2,5,2,,Groupwork,0.47,1.0045,0.81,0.73,0.54,0.85,0.62,0.55
5361504,Globalisation & Society,3_6_22,Sociology,2,5,2,,Written exam,0.61,0.9593,0.55,0.7,0.28,0.45,0.58,0.49
6361401,Advanced Topics in Psychology,3_6_22,Psychology,3,6,1,,Viva,0.73,0.9149,0.59,0.78,0.35,0.5,0.67,0.7
6361402,Clinical & Health Psychology,3_6_23,Psychology,3,6,1,,Written coursework,0.73,0.9149,0.6,0.69,0.61,0.57,0.62,0.68
6361501,Advanced Sociological Theory,3_6_23,Sociology,3,6,1,,Written coursework,0.68,0.9334,0.58,0.77,0.19,0.6,0.73,0.71
6361502,Contemporary Social Issues,3_6_24,Sociology,3,6,1,,Groupwork,0.71,0.9223,0.81,0.74,0.52,0.85,0.69,0.69
6361403,Applied Psychology,3_6_24,Psychology,3,6,2,,Viva,0.69,0.9297,0.65,0.79,0.14,0.62,0.68,0.7
6361404,Dissertation,3_6_25,Psychology,3,6,2,1.0,Written coursework,0.95,0.8335,0.58,0.76,0.45,0.38,0.95,0.77
6361503,Power & Social Change,3_6_25,Sociology,3,6,2,,Viva,0.83,0.8779,0.75,0.74,0.42,0.83,0.73,0.83
6361504,Dissertation,3_6_26,Sociology,3,6,2,1.0,Written coursework,0.95,0.8335,0.73,0.73,0.41,0.38,0.94,0.85
441101,Foundations of Education,4_1_1,Education Studies,1,4,1,,Professional artefact,0.24,1.039,0.67,0.79,0.66,0.78,0.37,0.28
541304,Community-Based Learning Design,4_1_10,Intergenerational Learning,2,5,2,,Professional artefact,0.59,0.9667,0.71,0.73,0.74,0.78,0.45,0.58
641102,Global Education Systems,4_1_10,Education Studies,3,6,1,,Groupwork,0.68,0.9334,0.81,0.7,0.75,0.88,0.71,0.69
641201,Strategic Mentorship in Institutions,4_1_10,Educational Mentorship,3,6,1,,Written coursework,0.71,0.9223,0.72,0.64,0.72,0.75,0.61,0.63
641202,Crisis Support & Developmental Intervention,4_1_11,Educational Mentorship,3,6,1,,Groupwork,0.76,0.9038,0.82,0.71,0.7,0.87,0.71,0.82
641301,Intergenerational Knowledge Systems,4_1_11,Intergenerational Learning,3,6,1,,Written coursework,0.56,0.9778,0.78,0.62,0.76,0.73,0.54,0.63
641103,Educational Leadership & Change,4_1_11,Education Studies,3,6,2,,Groupwork,0.7,0.926,0.84,0.57,0.77,0.92,0.74,0.83
641302,"Heritage, Continuity & Change",4_1_12,Intergenerational Learning,3,6,1,,Viva,0.8,0.889,0.7,0.69,0.56,0.77,0.7,0.78
641104,Dissertation,4_1_12,Education Studies,3,6,2,1.0,Written coursework,0.95,0.8335,0.57,0.73,0.57,0.38,0.95,0.77
641203,Mentorship Program Design,4_1_12,Educational Mentorship,3,6,2,,Presentation,0.78,0.8964,0.8,0.67,0.61,0.77,0.67,0.72
641204,Practice-Based Project,4_1_13,Educational Mentorship,3,6,2,1.0,Written coursework,0.93,0.8409,0.56,0.66,0.65,0.38,0.95,0.82
641303,Designing Multi-Age Learning Environments,4_1_13,Intergenerational Learning,3,6,2,,Written coursework,0.79,0.8927,0.79,0.65,0.77,0.82,0.9,0.83
641304,Dissertation / Applied Project,4_1_14,Intergenerational Learning,3,6,2,1.0,Written coursework,0.95,0.8335,0.68,0.6,0.65,0.38,0.95,0.82
441102,Learning Theories,4_1_2,Education Studies,1,4,1,,Practical exam,0.33,1.0255,0.69,0.66,0.75,0.73,0.34,0.26
441201,Principles of Mentorship,4_1_2,Educational Mentorship,1,4,1,,Written coursework,0.34,1.024,0.71,0.61,0.72,0.72,0.37,0.34
441202,Communication & Coaching Skills,4_1_3,Educational Mentorship,1,4,1,,Written coursework,0.22,1.042,0.97,0.61,0.95,0.52,0.32,0.28
441301,Foundations of Lifespan Learning,4_1_3,Intergenerational Learning,1,4,1,,Written coursework,0.44,1.009,0.81,0.57,0.82,0.79,0.36,0.36
441103,Child & Adolescent Development,4_1_3,Education Studies,1,4,2,,Professional artefact,0.29,1.0315,0.63,0.74,0.73,0.73,0.36,0.26
441302,"Memory, Story & Oral Tradition",4_1_4,Intergenerational Learning,1,4,1,,Written exam,0.49,1.0015,0.58,0.72,0.46,0.64,0.41,0.39
441104,Education Systems & Policy,4_1_4,Education Studies,1,4,2,,Written exam,0.3,1.03,0.57,0.7,0.41,0.48,0.29,0.24
441203,Development Across Lifespans,4_1_4,Educational Mentorship,1,4,2,,Practical exam,0.33,1.0255,0.69,0.68,0.76,0.69,0.26,0.34
441204,Ethics of Guidance & Support,4_1_5,Educational Mentorship,1,4,2,,Written exam,0.32,1.027,0.62,0.67,0.4,0.66,0.34,0.34
441303,Social Structures Across Ages,4_1_5,Intergenerational Learning,1,4,2,,Presentation,0.37,1.0195,0.77,0.72,0.78,0.65,0.47,0.39
541101,Curriculum Design & Assessment,4_1_5,Education Studies,2,5,1,,Written coursework,0.58,0.9704,0.73,0.65,0.69,0.71,0.57,0.54
441304,Learning in Community Contexts,4_1_6,Intergenerational Learning,1,4,2,,Written coursework,0.39,1.0165,0.69,0.71,0.65,0.8,0.39,0.4
541102,Inclusive Education,4_1_6,Education Studies,2,5,1,,Professional artefact,0.39,1.0165,0.74,0.76,0.63,0.75,0.4,0.44
541201,Advanced Mentoring Practice,4_1_6,Educational Mentorship,2,5,1,,Groupwork,0.6,0.963,0.83,0.69,0.7,0.84,0.67,0.64
541202,Reflective Practice & Supervision,4_1_7,Educational Mentorship,2,5,1,,Groupwork,0.57,0.9741,0.77,0.71,0.67,0.87,0.65,0.61
541301,Knowledge Transfer Systems,4_1_7,Intergenerational Learning,2,5,1,,Groupwork,0.53,0.9889,0.8,0.65,0.68,0.87,0.51,0.55
541103,Classroom Practice & Pedagogy,4_1_7,Education Studies,2,5,2,,Written coursework,0.61,0.9593,0.78,0.61,0.64,0.64,0.54,0.55
541302,Apprenticeship & Guild Learning Models,4_1_8,Intergenerational Learning,2,5,1,,Written coursework,0.56,0.9778,0.69,0.68,0.67,0.82,0.57,0.56
541104,Research Methods in Education,4_1_8,Education Studies,2,5,2,,Practical exam,0.74,0.9112,0.65,0.63,0.77,0.68,0.51,0.65
541203,Supporting Learning Pathways,4_1_8,Educational Mentorship,2,5,2,,Written coursework,0.57,0.9741,0.69,0.7,0.69,0.72,0.44,0.51
541204,Group Facilitation Techniques,4_1_9,Educational Mentorship,2,5,2,,Practical exam,0.42,1.012,0.52,0.63,0.92,0.62,0.47,0.47
541303,"Age, Identity & Social Roles",4_1_9,Intergenerational Learning,2,5,2,,Groupwork,0.7,0.926,0.77,0.77,0.57,0.86,0.49,0.73
641101,Critical Perspectives in Education,4_1_9,Education Studies,3,6,1,,Groupwork,0.71,0.9223,0.81,0.6,0.66,0.84,0.75,0.8
442902,Biology & Physiology,4_2_10,Pharmacy,1,4,1,,Practical exam,0.31,1.0285,0.53,0.65,0.73,0.88,0.33,0.43
4421001,"Anatomy, Physiology & Movement",4_2_10,Physiotherapy,1,4,1,,Written coursework,0.35,1.0225,0.73,0.67,0.86,0.78,0.23,0.34
442703,Professionalism & Ethics in Care,4_2_10,Nursing and Care,1,4,2,,Written coursework,0.48,1.003,0.69,0.7,0.6,0.6,0.39,0.42
442802,Occupation & Daily Living,4_2_10,Occupational Therapy,1,4,2,,Written coursework,0.35,1.0225,0.82,0.64,0.75,0.83,0.38,0.33
542502,"Movement, Breath & Awareness Practices",4_2_10,Integrated Mind-Body,2,5,1,,Written coursework,0.41,1.0135,0.72,0.66,0.65,0.75,0.55,0.48
542601,Labour & Birth Management,4_2_10,Midwifery,2,5,1,,Practical exam,0.53,0.9889,0.53,0.58,0.95,0.63,0.52,0.51
542403,Healing Traditions Across Realms,4_2_10,Herbal Practice and Energy Work,2,5,2,,Written coursework,0.61,0.9593,0.72,0.68,0.76,0.72,0.59,0.62
4421002,Foundations of Physiotherapy,4_2_11,Physiotherapy,1,4,1,,Practical exam,0.32,1.027,0.71,0.57,0.81,0.78,0.39,0.32
4421101,Introduction to Social Work,4_2_11,Social Work,1,4,1,,Practical exam,0.29,1.0315,0.71,0.61,0.83,0.74,0.22,0.21
442604,Professional Practice & Ethics,4_2_11,Occupational Therapy,1,4,2,,Written exam,0.35,1.0225,0.65,0.67,0.51,0.61,0.33,0.32
442903,Pharmaceutical Chemistry,4_2_11,Pharmacy,1,4,2,,Practical exam,0.27,1.0345,0.53,0.65,0.75,0.79,0.27,0.31
542602,Postnatal Care & Neonatal Health,4_2_11,Midwifery,2,5,1,,Written coursework,0.6,0.963,0.73,0.56,0.79,0.78,0.56,0.56
542701,"Adult, Child & Mental Health Nursing",4_2_11,Nursing and Care,2,5,1,,Presentation,0.58,0.9704,0.77,0.73,0.59,0.73,0.6,0.55
542404,Field Practice & Observation,4_2_11,Herbal Practice and Energy Work,2,5,2,,Groupwork,0.41,1.0135,0.77,0.65,0.67,0.85,0.57,0.5
542503,"Pain, Recovery & Adaptation",4_2_11,Integrated Mind-Body,2,5,2,,Presentation,0.67,0.9371,0.79,0.7,0.68,0.81,0.58,0.68
4421102,Development & Lifespan,4_2_12,Social Work,1,4,1,,Written coursework,0.36,1.021,0.76,0.64,0.77,0.77,0.3,0.39
4421201,Foundations of Somatic Awareness,4_2_12,Somatic Wellbeing Enquiry,1,4,1,,Practical exam,0.25,1.0375,0.69,0.6,0.93,0.65,0.34,0.24
442904,Introduction to Pharmacy Practice,4_2_12,Pharmacy,1,4,2,,Practical exam,0.4,1.015,0.53,0.61,0.87,0.61,0.21,0.34
4421003,Physiology & Pathophysiology,4_2_12,Physiotherapy,1,4,2,,Groupwork,0.32,1.027,0.83,0.68,0.77,0.85,0.3,0.33
542702,Pharmacology & Medication Management,4_2_12,Nursing and Care,2,5,1,,Written coursework,0.67,0.9371,0.67,0.64,0.64,0.43,0.52,0.55
542801,Therapeutic Interventions & Techniques,4_2_12,Occupational Therapy,2,5,1,,Written coursework,0.31,1.0285,0.77,0.58,0.95,0.53,0.33,0.34
542504,Therapeutic Communication,4_2_12,Integrated Mind-Body,2,5,2,,Written coursework,0.61,0.9593,0.72,0.64,0.63,0.74,0.48,0.54
542603,Complications in Pregnancy & Birth,4_2_12,Midwifery,2,5,2,,Written coursework,0.5,1.0,0.8,0.62,0.73,0.8,0.5,0.54
642401,Advanced Herbal Practice,4_2_12,Herbal Practice and Energy Work,3,6,1,,Written coursework,0.67,0.9371,0.82,0.64,0.74,0.75,0.74,0.69
4421202,Body Systems & Embodied Experience,4_2_13,Somatic Wellbeing Enquiry,1,4,1,,Groupwork,0.37,1.0195,0.98,0.73,0.59,0.95,0.31,0.42
4421004,Professional Practice & Communication,4_2_13,Physiotherapy,1,4,2,,Written coursework,0.35,1.0225,0.9,0.55,0.83,0.83,0.28,0.33
4421103,"Law, Policy & Welfare Systems",4_2_13,Social Work,1,4,2,,Written exam,0.33,1.0255,0.62,0.73,0.46,0.47,0.3,0.31
542802,Mental Health & Physical Rehabilitation,4_2_13,Occupational Therapy,2,5,1,,Written coursework,0.51,0.9963,0.75,0.71,0.72,0.74,0.38,0.47
542901,Pharmacokinetics & Pharmacodynamics,4_2_13,Pharmacy,2,5,1,,Written coursework,0.5,1.0,0.53,0.7,0.66,0.83,0.47,0.46
542604,Clinical Practice Placement,4_2_13,Midwifery,2,5,2,,Practical exam,0.49,1.0015,0.6,0.62,0.88,0.58,0.44,0.45
5421004,Clinical Skills & Assessment,4_2_13,Nursing and Care,2,5,2,,Practical exam,0.45,1.0075,0.66,0.67,0.86,0.59,0.49,0.45
642402,Integrative Healing Systems,4_2_13,Herbal Practice and Energy Work,3,6,1,,Written coursework,0.6,0.963,0.8,0.64,0.81,0.79,0.75,0.63
642501,Advanced Integrated Care Models,4_2_13,Integrated Mind-Body,3,6,1,,Presentation,0.68,0.9334,0.82,0.69,0.63,0.77,0.78,0.68
4421104,Communication & Safeguarding,4_2_14,Social Work,1,4,2,,Groupwork,0.3,1.03,0.82,0.66,0.76,0.86,0.29,0.34
4421203,"Movement, Breath & Attention",4_2_14,Somatic Wellbeing Enquiry,1,4,2,,Written coursework,0.28,1.033,0.71,0.66,0.72,0.77,0.47,0.4
542902,Microbiology & Infectious Disease,4_2_14,Pharmacy,2,5,1,,Written coursework,0.51,0.9963,0.53,0.63,0.71,0.71,0.4,0.49
5421001,Musculoskeletal Physiotherapy,4_2_14,Physiotherapy,2,5,1,,Written coursework,0.53,0.9889,0.74,0.61,0.76,0.74,0.46,0.52
542803,Assistive Technology & Adaptation,4_2_14,Occupational Therapy,2,5,2,,Written coursework,0.52,0.9926,0.77,0.6,0.64,0.82,0.51,0.57
5421104,Practice Placement,4_2_14,Nursing and Care,2,5,2,,Practical exam,0.33,1.0255,0.52,0.58,0.95,0.39,0.33,0.31
642502,Complex Case Integration,4_2_14,Integrated Mind-Body,3,6,1,,Written coursework,0.79,0.8927,0.73,0.69,0.77,0.85,0.72,0.8
642601,Advanced Midwifery Practice,4_2_14,Midwifery,3,6,1,,Written coursework,0.66,0.9408,0.78,0.68,0.72,0.83,0.64,0.71
642403,Ethical Practice in Healing Arts,4_2_14,Herbal Practice and Energy Work,3,6,2,,Presentation,0.74,0.9112,0.78,0.78,0.55,0.81,0.63,0.75
4421204,Introduction to Contemplative Practice,4_2_15,Somatic Wellbeing Enquiry,1,4,2,,Groupwork,0.36,1.021,0.87,0.6,0.76,0.85,0.37,0.36
5421002,Neurological Rehabilitation,4_2_15,Physiotherapy,2,5,1,,Written coursework,0.46,1.006,0.72,0.69,0.72,0.78,0.35,0.43
5421101,Social Work Practice Methods,4_2_15,Social Work,2,5,1,,Written coursework,0.35,1.0225,0.86,0.63,0.75,0.77,0.46,0.42
542903,Drug Development & Formulation,4_2_15,Pharmacy,2,5,2,,Written coursework,0.47,1.0045,0.73,0.65,0.84,0.71,0.47,0.43
5421104,Practice Placement,4_2_15,Occupational Therapy,2,5,2,,Practical exam,0.58,0.9704,0.62,0.67,0.86,0.62,0.45,0.55
642602,Complex Birth & Risk Management,4_2_15,Midwifery,3,6,1,,Viva,0.8,0.889,0.65,0.71,0.39,0.56,0.68,0.75
642701,Advanced Clinical Practice,4_2_15,Nursing and Care,3,6,1,,Practical exam,0.75,0.9075,0.53,0.6,0.95,0.54,0.74,0.71
642404,Major Practical Project / Portfolio,4_2_15,Herbal Practice and Energy Work,3,6,2,1.0,Professional artefact,0.95,0.8335,0.65,0.65,0.77,0.38,0.95,0.87
642503,Holistic Assessment & Intervention,4_2_15,Integrated Mind-Body,3,6,2,,Written coursework,0.82,0.8816,0.76,0.6,0.69,0.77,0.71,0.8
5421102,Mental Health & Vulnerability,4_2_16,Social Work,2,5,1,,Groupwork,0.58,0.9704,0.78,0.78,0.54,0.87,0.54,0.61
5421201,"Trauma, Regulation & Embodiment",4_2_16,Somatic Wellbeing Enquiry,2,5,1,,Written coursework,0.53,0.9889,0.68,0.62,0.68,0.65,0.47,0.47
542904,Clinical Pharmacy Practice,4_2_16,Pharmacy,2,5,2,,Practical exam,0.45,1.0075,0.48,0.66,0.92,0.54,0.36,0.42
5421003,Cardiopulmonary Physiotherapy,4_2_16,Physiotherapy,2,5,2,,Written coursework,0.58,0.9704,0.71,0.68,0.72,0.75,0.67,0.55
642702,Complex Care & Decision-Making,4_2_16,Nursing and Care,3,6,1,,Presentation,0.7,0.926,0.78,0.68,0.63,0.76,0.62,0.7
642801,Advanced Occupational Therapy Practice,4_2_16,Occupational Therapy,3,6,1,,Professional artefact,0.86,0.8668,0.85,0.73,0.65,0.8,0.8,0.73
642504,Dissertation / Practice Portfolio,4_2_16,Integrated Mind-Body,3,6,2,1.0,Written coursework,0.87,0.8631,0.78,0.72,0.54,0.38,0.95,0.79
642603,Leadership in Maternity Care,4_2_16,Midwifery,3,6,2,,Professional artefact,0.79,0.8927,0.81,0.74,0.63,0.69,0.69,0.75
5421202,Somatic Research Methods,4_2_17,Somatic Wellbeing Enquiry,2,5,1,,Professional artefact,0.6,0.963,0.77,0.73,0.74,0.77,0.52,0.56
5421004,Clinical Skills & Assessment,4_2_17,Physiotherapy,2,5,2,,Practical exam,0.42,1.012,0.62,0.67,0.9,0.54,0.37,0.38
5421103,"Ethics, Power & Inequality",4_2_17,Social Work,2,5,2,,Multi-choice exam,0.59,0.9667,0.6,0.67,0.47,0.64,0.51,0.53
642901,Dissertation / Research Project,4_2_17,Pharmacy,3,6,1,1.0,Written coursework,0.94,0.8372,0.66,0.76,0.65,0.38,0.95,0.81
6421002,Complex Case Management,4_2_17,Occupational Therapy,3,6,1,,Written coursework,0.61,0.9593,0.65,0.63,0.48,0.55,0.78,0.63
642604,Dissertation / Practice Portfolio,4_2_17,Midwifery,3,6,2,1.0,Written coursework,0.95,0.8335,0.81,0.7,0.65,0.38,0.95,0.8
642703,Leadership in Healthcare Settings,4_2_17,Nursing and Care,3,6,2,,Groupwork,0.59,0.9667,0.94,0.71,0.74,0.95,0.57,0.64
5421104,Practice Placement,4_2_18,Social Work,2,5,2,,Practical exam,0.49,1.0015,0.66,0.62,0.95,0.65,0.53,0.49
5421203,Integrative Wellbeing Practices,4_2_18,Somatic Wellbeing Enquiry,2,5,2,,Groupwork,0.49,1.0015,0.83,0.65,0.73,0.84,0.59,0.56
642902,Patient Care & Clinical Decision-Making,4_2_18,Pharmacy,3,6,1,,Practical exam,0.65,0.9445,0.52,0.7,0.9,0.54,0.64,0.63
6421001,Advanced Rehabilitation Practice,4_2_18,Physiotherapy,3,6,1,,Written coursework,0.68,0.9334,0.73,0.69,0.66,0.73,0.71,0.69
642704,Dissertation / Practice Portfolio,4_2_18,Nursing and Care,3,6,2,1.0,Written coursework,0.78,0.8964,0.72,0.72,0.56,0.38,0.91,0.69
642802,Community & Social Inclusion,4_2_18,Occupational Therapy,3,6,2,,Written coursework,0.75,0.9075,0.72,0.67,0.83,0.74,0.69,0.74
5421204,Relational & Group Dynamics,4_2_19,Somatic Wellbeing Enquiry,2,5,2,,Written coursework,0.51,0.9963,0.73,0.68,0.66,0.72,0.69,0.54
6421002,Complex Case Management,4_2_19,Physiotherapy,3,6,1,,Viva,0.72,0.9186,0.64,0.67,0.42,0.57,0.87,0.69
6421101,Advanced Social Work Practice,4_2_19,Social Work,3,6,1,,Professional artefact,0.65,0.9445,0.81,0.74,0.67,0.8,0.7,0.63
642803,Dissertation / Practice Portfolio,4_2_19,Occupational Therapy,3,6,2,1.0,Written coursework,0.7,0.926,0.67,0.72,0.6,0.38,0.94,0.64
642903,Medicines Management & Public Health,4_2_19,Pharmacy,3,6,2,,Written coursework,0.61,0.9593,0.79,0.65,0.44,0.73,0.63,0.68
6421102,"Risk, Protection & Complex Cases",4_2_20,Social Work,3,6,1,,Written coursework,0.65,0.9445,0.74,0.7,0.68,0.8,0.56,0.68
6421201,Advanced Somatic Enquiry,4_2_20,Somatic Wellbeing Enquiry,3,6,1,,Groupwork,0.72,0.9186,0.84,0.73,0.65,0.95,0.79,0.7
642904,Professional Practice & Ethics,4_2_20,Pharmacy,3,6,2,,Written coursework,0.71,0.9223,0.7,0.7,0.48,0.57,0.62,0.65
6421003,Leadership in Clinical Practice,4_2_20,Physiotherapy,3,6,2,,Practical exam,0.7,0.926,0.44,0.63,0.92,0.52,0.56,0.63
6421202,Applied Embodied Interventions,4_2_21,Somatic Wellbeing Enquiry,3,6,1,,Groupwork,0.77,0.9001,0.77,0.61,0.69,0.86,0.78,0.76
6421004,Dissertation / Clinical Portfolio,4_2_21,Physiotherapy,3,6,2,1.0,Written coursework,0.95,0.8335,0.64,0.64,0.58,0.38,0.95,0.81
6421103,Leadership & Professional Responsibility,4_2_21,Social Work,3,6,2,,Written coursework,0.55,0.9815,0.7,0.63,0.68,0.81,0.75,0.65
6421104,Dissertation / Practice Portfolio,4_2_22,Social Work,3,6,2,1.0,Written coursework,0.95,0.8335,0.65,0.7,0.54,0.38,0.95,0.81
6421203,Ethics of Care & Presence,4_2_22,Somatic Wellbeing Enquiry,3,6,2,,Viva,0.81,0.8853,0.58,0.6,0.51,0.49,0.79,0.73
6421204,Dissertation / Practice-Based Enquiry,4_2_23,Somatic Wellbeing Enquiry,3,6,2,1.0,Written coursework,0.95,0.8335,0.55,0.66,0.75,0.38,0.95,0.76
442401,Introduction to Herbal Lore,4_2_4,Herbal Practice and Energy Work,1,4,1,,Groupwork,0.18,1.048,0.82,0.7,0.76,0.84,0.41,0.28
442402,Plant Identification & Ecology,4_2_5,Herbal Practice and Energy Work,1,4,1,,Groupwork,0.34,1.024,0.81,0.68,0.8,0.84,0.32,0.37
442501,Foundations of Mind-Body Systems,4_2_5,Integrated Mind-Body,1,4,1,,Written coursework,0.29,1.0315,0.69,0.68,0.69,0.8,0.3,0.34
442502,Anatomy & Physiology,4_2_6,Integrated Mind-Body,1,4,1,,Written coursework,0.38,1.018,0.75,0.63,0.76,0.82,0.48,0.41
442601,Foundations of Midwifery Care,4_2_6,Midwifery,1,4,1,,Written coursework,0.24,1.039,0.72,0.66,0.82,0.81,0.28,0.31
442403,Foundations of Vital Energies,4_2_6,Herbal Practice and Energy Work,1,4,2,,Professional artefact,0.45,1.0075,0.74,0.76,0.68,0.77,0.34,0.44
442602,Anatomy & Physiology of Birth,4_2_7,Midwifery,1,4,1,,Written coursework,0.27,1.0345,0.89,0.64,0.74,0.78,0.31,0.31
442701,Foundations of Nursing Practice,4_2_7,Nursing and Care,1,4,1,,Presentation,0.33,1.0255,0.79,0.67,0.79,0.65,0.35,0.33
442404,Preparation & Safety in Herbal Practice,4_2_7,Herbal Practice and Energy Work,1,4,2,,Groupwork,0.43,1.0105,0.84,0.67,0.76,0.85,0.47,0.49
442503,Introduction to Somatic Practice,4_2_7,Integrated Mind-Body,1,4,2,,Written coursework,0.26,1.036,0.75,0.55,0.88,0.71,0.19,0.37
442502,Anatomy & Physiology,4_2_8,Nursing and Care,1,4,1,,Written coursework,0.4,1.015,0.83,0.54,0.85,0.78,0.35,0.38
442801,Introduction to Occupational Therapy,4_2_8,Occupational Therapy,1,4,1,,Practical exam,0.43,1.0105,0.7,0.58,0.77,0.69,0.37,0.4
442504,"Health, Stress & Regulation",4_2_8,Integrated Mind-Body,1,4,2,,Practical exam,0.26,1.036,0.68,0.64,0.82,0.78,0.23,0.29
442603,Pregnancy & Prenatal Development,4_2_8,Midwifery,1,4,2,,Written coursework,0.35,1.0225,0.83,0.64,0.85,0.82,0.31,0.29
542401,Applied Herbal Formulations,4_2_8,Herbal Practice and Energy Work,2,5,1,,Presentation,0.5,1.0,0.78,0.69,0.73,0.81,0.48,0.5
442901,Foundations of Pharmacology,4_2_9,Pharmacy,1,4,1,,Practical exam,0.36,1.021,0.53,0.63,0.74,0.86,0.39,0.45
4421001,"Anatomy, Physiology & Movement",4_2_9,Occupational Therapy,1,4,1,,Written coursework,0.41,1.0135,0.77,0.65,0.81,0.81,0.34,0.4
442604,Professional Practice & Ethics,4_2_9,Midwifery,1,4,2,,Written coursework,0.33,1.0255,0.6,0.66,0.55,0.57,0.43,0.33
442702,Fundamentals of Patient Care,4_2_9,Nursing and Care,1,4,2,,Presentation,0.35,1.0225,0.76,0.73,0.59,0.8,0.39,0.41
542402,Energy Systems & Balance,4_2_9,Herbal Practice and Energy Work,2,5,1,,Presentation,0.5,1.0,0.77,0.72,0.74,0.67,0.4,0.53
542501,Psychosomatic Health,4_2_9,Integrated Mind-Body,2,5,1,,Practical exam,0.58,0.9704,0.7,0.66,0.75,0.72,0.51,0.5
551304,Interfacing Mechanical and Magical Systems,5_1_10,Systems Engineering,2,5,2,,Written coursework,0.5,1.0,0.66,0.65,0.72,0.76,0.49,0.53
651201,Advanced Mechanical Systems,5_1_10,Mechanical Engineering,3,6,1,,Presentation,0.69,0.9297,0.87,0.71,0.73,0.78,0.65,0.65
651202,Power Transmission & Energy Systems,5_1_11,Mechanical Engineering,3,6,1,,Written coursework,0.77,0.9001,0.82,0.61,0.76,0.8,0.69,0.77
651301,Advanced Systems Architecture,5_1_11,Systems Engineering,3,6,1,,Written coursework,0.72,0.9186,0.73,0.59,0.67,0.93,0.81,0.74
651302,Large-Scale Infrastructure Design,5_1_12,Systems Engineering,3,6,1,,Written coursework,0.58,0.9704,0.73,0.65,0.71,0.8,0.65,0.64
651203,Dissertation / Practice-Based Enquiry,5_1_12,Mechanical Engineering,3,6,2,1.0,Written coursework,0.95,0.8335,0.77,0.62,0.65,0.38,0.95,0.82
651204,Professional Engineering Practice,5_1_13,Mechanical Engineering,3,6,2,,Written coursework,0.73,0.9149,0.82,0.68,0.64,0.83,0.73,0.77
651303,Failure Analysis & System Resilience,5_1_13,Systems Engineering,3,6,2,,Written coursework,0.59,0.9667,0.6,0.59,0.52,0.58,0.66,0.62
651304,Capstone Systems Integration Project,5_1_14,Systems Engineering,3,6,2,1.0,Written coursework,0.95,0.8335,0.62,0.7,0.64,0.38,0.95,0.76
451201,Foundations of Mechanics,5_1_2,Mechanical Engineering,1,4,1,,Written coursework,0.25,1.0375,0.79,0.57,0.91,0.75,0.3,0.28
451202,Materials & Craft of Metals and Stone,5_1_3,Mechanical Engineering,1,4,1,,Practical exam,0.31,1.0285,0.54,0.61,0.82,0.75,0.5,0.35
451301,Introduction to Systems Thinking,5_1_3,Systems Engineering,1,4,1,,Written coursework,0.34,1.024,0.73,0.61,0.73,0.71,0.31,0.35
451302,Basic Engineering Principles,5_1_4,Systems Engineering,1,4,1,,Groupwork,0.44,1.009,0.76,0.66,0.67,0.87,0.42,0.41
451203,Thermodynamics of Engines,5_1_4,Mechanical Engineering,1,4,2,,Practical exam,0.24,1.039,0.44,0.59,0.88,0.85,0.36,0.33
451204,Technical Drawing & Workshop Practice,5_1_5,Mechanical Engineering,1,4,2,,Practical exam,0.2,1.045,0.3,0.64,0.88,0.57,0.24,0.28
451303,"Signals, Flows & Feedback Loops",5_1_5,Systems Engineering,1,4,2,,Practical exam,0.32,1.027,0.66,0.61,0.91,0.78,0.37,0.37
451304,Tools of Measurement & Analysis,5_1_6,Systems Engineering,1,4,2,,Written exam,0.28,1.033,0.54,0.63,0.53,0.52,0.35,0.24
551201,Dynamics of Machines,5_1_6,Mechanical Engineering,2,5,1,,Practical exam,0.5,1.0,0.44,0.58,0.81,0.89,0.51,0.5
551202,Fluid Systems & Hydraulic Power,5_1_7,Mechanical Engineering,2,5,1,,Practical exam,0.58,0.9704,0.44,0.66,0.76,0.88,0.65,0.57
551301,Integrated System Design,5_1_7,Systems Engineering,2,5,1,,Written coursework,0.47,1.0045,0.73,0.61,0.81,0.76,0.52,0.47
551302,Control Systems & Automation,5_1_8,Systems Engineering,2,5,1,,Practical exam,0.48,1.003,0.69,0.68,0.75,0.67,0.45,0.42
551203,Structural Mechanics,5_1_8,Mechanical Engineering,2,5,2,,Written coursework,0.56,0.9778,0.74,0.69,0.71,0.73,0.41,0.6
551204,Mechanical Design & Fabrication,5_1_9,Mechanical Engineering,2,5,2,,Practical exam,0.5,1.0,0.59,0.58,0.95,0.44,0.42,0.44
551303,Reliability & Risk in Complex Systems,5_1_9,Systems Engineering,2,5,2,,Practical exam,0.56,0.9778,0.66,0.69,0.74,0.79,0.54,0.56
552502,Complex Networked Mechanisms,5_2_10,Multi-system Technology,2,5,1,,Written coursework,0.63,0.9519,0.89,0.6,0.65,0.83,0.7,0.64
