student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities
4450,Elf,Female,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4451,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,True,False
4452,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4453,Dwarf,Female,Malachite,Vocational,3,False,False,False,False,False,False,False,True,False,False,False,False,False
4454,Dwarf,Female,Alabaster,Vocational,3,False,True,False,False,False,False,False,False,False,False,False,False,False
4455,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4456,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4457,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,True,True
4458,Dwarf,Male,Alabaster,Academic,2,True,True,False,False,False,False,False,False,False,False,False,False,True
4459,Dwarf,Male,Granite,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,True
4460,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4461,Dwarf,Male,Malachite,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,True
4462,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4463,Dwarf,Other,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4464,Elf,Male,Baobab,Academic,5,True,False,True,True,False,False,False,False,False,False,False,False,True
4465,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4466,Elf,Male,Holly,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4467,Elf,Male,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4468,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4469,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4470,Elf,Female,Yew,Vocational,3,False,False,False,False,False,False,False,False,True,False,False,False,True
4471,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,True,False,False,False,False,False,True
4472,Dwarf,Other,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True
4473,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4474,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4475,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4476,Elf,Female,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4477,Dwarf,Male,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4478,Dwarf,Male,Gypsum,Vocational,2,False,False,False,False,True,True,False,False,False,False,False,False,True
4479,Elf,Female,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4480,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4481,Dwarf,Male,Gypsum,Vocational,4,True,True,False,False,True,False,False,False,False,False,False,False,True
4482,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
4483,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4484,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False
4485,Elf,Male,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4486,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4487,Elf,Male,Palm,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False
4488,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4489,Elf,Female,Palm,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4490,Dwarf,Female,Gypsum,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,False
4491,Elf,Male,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4492,Dwarf,Female,Granite,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
4493,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4494,Elf,Female,Rowan,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
4495,Elf,Female,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4496,Dwarf,Female,Flint,Vocational,1,False,False,False,True,False,False,False,False,False,False,False,False,True
4497,Dwarf,Female,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4498,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False
4499,Elf,Male,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4500,Elf,Male,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,True,False,True
4501,Dwarf,Female,Gypsum,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4502,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4503,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4504,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,True,False
4505,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4506,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4507,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,True,False,True,False,False,False,True,False
4508,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4509,Elf,Female,Yew,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4510,Elf,Female,Yew,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,False
4511,Elf,Male,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4512,Dwarf,Female,Flint,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4513,Dwarf,Male,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4514,Dwarf,Female,Flint,Vocational,2,False,False,False,False,True,False,True,False,False,False,False,False,True
4515,Dwarf,Female,Sandstone,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4516,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4517,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4518,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4519,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4520,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,True,False,False,False,False,False,False,False
4521,Elf,Female,Yew,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4522,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4523,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4524,Dwarf,Female,Flint,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,True
4525,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4526,Dwarf,Male,Flint,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True
4527,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,True,False,False,False,False,False,True
4528,Elf,Female,Baobab,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True
4529,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4530,Dwarf,Male,Sandstone,Vocational,4,False,False,True,False,False,False,False,False,False,False,False,False,True
4531,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4532,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4533,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4534,Elf,Male,Yew,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4535,Dwarf,Female,Flint,Vocational,4,True,False,False,False,True,False,False,False,False,False,False,False,True
4536,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4537,Elf,Male,Baobab,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,True
4538,Elf,Female,Ash,Vocational,3,False,True,False,False,False,False,True,False,False,False,False,False,False
4539,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4540,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4541,Elf,Male,Holly,Vocational,3,False,False,False,False,False,False,False,False,True,False,False,False,True
4542,Elf,Female,Ash,Vocational,3,False,False,False,False,False,False,True,False,False,False,False,False,True
4543,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4544,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4545,Dwarf,Male,Flint,Vocational,4,True,False,False,False,False,False,False,False,False,False,True,False,False
4546,Dwarf,Female,Flint,Vocational,3,False,True,False,False,True,False,False,False,False,False,False,True,False
4547,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,True
4548,Elf,Female,Holly,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4549,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4550,Dwarf,Female,Malachite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
4551,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,True,False,False,False,False,False,False
4552,Dwarf,Male,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4553,Dwarf,Male,Granite,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
4554,Dwarf,Female,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,True,False,False,False
4555,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4556,Elf,Female,Rowan,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False
4557,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4558,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,True
4559,Dwarf,Female,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4560,Dwarf,Other,Flint,Vocational,3,True,False,True,False,False,False,False,False,False,False,False,False,True
4561,Dwarf,Female,Malachite,Vocational,5,True,False,False,False,False,True,False,False,False,False,False,False,False
4562,Dwarf,Male,Alabaster,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4563,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4564,Dwarf,Male,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4565,Dwarf,Male,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4566,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4567,Dwarf,Male,Flint,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,False
4568,Dwarf,Male,Flint,Vocational,2,False,True,True,False,False,False,False,False,False,False,False,False,True
4569,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4570,Dwarf,Female,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4571,Elf,Female,Rowan,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4572,Elf,Female,Yew,Academic,4,False,False,False,True,False,False,True,False,False,False,False,False,True
4573,Dwarf,Male,Sandstone,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,False
4574,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4575,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False
4576,Dwarf,Male,Sandstone,Vocational,1,False,True,False,False,False,False,False,False,False,False,False,False,False
4577,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4578,Dwarf,Male,Sandstone,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
4579,Elf,Other,Holly,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True
4580,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4581,Dwarf,Female,Flint,Vocational,1,True,False,False,False,False,False,False,False,False,False,False,False,True
4582,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True
4583,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4584,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,True,False,False,False,False,False,True
4585,Dwarf,Female,Gypsum,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
4586,Dwarf,Other,Alabaster,Vocational,2,False,True,False,False,False,False,False,False,False,True,False,False,True
4587,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4588,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4589,Dwarf,Female,Malachite,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4590,Elf,Female,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4591,Dwarf,Female,Flint,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,False
4592,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,True,False,False,False,False,False,True
4593,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4594,Elf,Male,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4595,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4596,Elf,Female,Holly,Academic,2,False,True,False,False,False,False,False,False,False,False,False,False,False
4597,Elf,Female,Yew,Academic,4,False,False,False,False,False,False,False,False,False,True,False,False,True
4598,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4599,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4600,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4601,Elf,Male,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4602,Dwarf,Female,Flint,Vocational,4,False,False,False,False,True,True,False,False,False,False,True,False,False
4603,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4604,Elf,Male,Palm,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4605,Dwarf,Female,Granite,Vocational,1,False,False,False,False,True,False,False,False,False,False,False,False,True
4606,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4607,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4608,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,False
4609,Dwarf,Other,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4610,Dwarf,Male,Flint,Vocational,2,True,True,False,False,False,False,False,False,False,False,False,False,False
4611,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,True
4612,Dwarf,Male,Flint,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
4613,Elf,Female,Yew,Vocational,5,False,False,False,False,False,True,False,False,False,False,False,False,True
4614,Dwarf,Male,Malachite,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4615,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4616,Dwarf,Male,Gypsum,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,False
4617,Dwarf,Female,Granite,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True
4618,Dwarf,Female,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,True
4619,Dwarf,Male,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4620,Elf,Female,Palm,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False
4621,Elf,Female,Baobab,Academic,3,False,True,False,False,False,False,False,False,False,False,False,True,True
4622,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4623,Elf,Male,Ash,Academic,5,False,False,False,False,False,False,True,False,False,False,False,False,False
4624,Dwarf,Female,Sandstone,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,False
4625,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4626,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4627,Dwarf,Male,Flint,Vocational,5,False,True,False,False,False,False,False,False,False,False,False,True,False
4628,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4629,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,True,True
4630,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4631,Dwarf,Male,Granite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True
4632,Elf,Male,Baobab,Academic,4,False,False,False,False,False,True,False,False,False,False,False,False,True
4633,Dwarf,Female,Flint,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True
4634,Dwarf,Female,Malachite,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True
4635,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4636,Dwarf,Other,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4637,Elf,Male,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4638,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4639,Elf,Female,Rowan,Academic,4,False,False,False,False,True,False,False,False,False,False,False,False,True
4640,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4641,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4642,Dwarf,Male,Gypsum,Vocational,2,False,False,False,False,True,False,False,True,False,False,False,False,False
4643,Dwarf,Female,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4644,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4645,Dwarf,Female,Flint,Vocational,4,False,False,True,False,False,False,False,False,False,False,False,False,True
4646,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4647,Dwarf,Female,Sandstone,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
4648,Elf,Male,Rowan,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4649,Dwarf,Female,Granite,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,False
4650,Elf,Male,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4651,Dwarf,Male,Malachite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4652,Dwarf,Female,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,True,False
4653,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4654,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4655,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4656,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4657,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4658,Dwarf,Female,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4659,Dwarf,Male,Granite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True
4660,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4661,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,True,False,False,False,False,False
4662,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4663,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4664,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4665,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4666,Elf,Female,Yew,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False
4667,Dwarf,Male,Flint,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4668,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4669,Elf,Female,Baobab,Academic,5,False,False,False,True,False,False,False,True,False,False,False,False,True
4670,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4671,Elf,Male,Baobab,Vocational,3,False,False,True,False,False,False,False,False,False,False,False,False,False
4672,Dwarf,Female,Gypsum,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,False
4673,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
4674,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True
4675,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4676,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4677,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4678,Dwarf,Other,Gypsum,Vocational,1,True,False,False,False,True,False,False,False,False,False,False,False,False
4679,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4680,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4681,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4682,Elf,Male,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4683,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4684,Elf,Male,Palm,Vocational,2,False,False,True,True,False,False,False,False,False,False,False,False,False
4685,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4686,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False
4687,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4688,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4689,Elf,Female,Baobab,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
4690,Elf,Other,Ash,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4691,Dwarf,Male,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,True,True,True
4692,Dwarf,Male,Gypsum,Academic,5,False,True,False,False,False,False,False,False,False,False,False,False,False
4693,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4694,Dwarf,Female,Granite,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
4695,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,True,False,False,False,False,False,False
4696,Dwarf,Female,Flint,Vocational,3,True,False,False,True,False,False,False,False,False,False,False,False,True
4697,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4698,Elf,Female,Ash,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4699,Elf,Male,Baobab,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4700,Dwarf,Other,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4701,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4702,Dwarf,Male,Malachite,Vocational,1,True,False,False,False,False,False,False,False,False,False,True,False,True
4703,Elf,Female,Yew,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,True
4704,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4705,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4706,Elf,Male,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4707,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4708,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4709,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4710,Elf,Female,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4711,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4712,Elf,Female,Rowan,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
4713,Elf,Male,Ash,Academic,3,False,False,False,False,False,False,True,False,False,False,False,False,False
4714,Dwarf,Female,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4715,Dwarf,Female,Sandstone,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4716,Elf,Male,Palm,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,True,True
4717,Dwarf,Female,Gypsum,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4718,Dwarf,Other,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4719,Elf,Male,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4720,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,True,False,False
4721,Dwarf,Male,Gypsum,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
4722,Elf,Male,Rowan,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
4723,Elf,Male,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True
4724,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
4725,Dwarf,Male,Alabaster,Vocational,1,False,False,False,False,False,False,True,False,False,False,False,False,False
4726,Dwarf,Male,Alabaster,Vocational,3,False,True,False,False,True,False,False,False,False,False,False,False,True
4727,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
4728,Dwarf,Female,Malachite,Vocational,3,False,False,False,True,False,False,False,False,False,False,False,False,True
4729,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
4730,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4731,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
4732,Elf,Male,Holly,Academic,3,True,False,False,False,False,False,False,False,False,False,False,False,False
4733,Elf,Female,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
4734,Dwarf,Female,Flint,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,True
